Date,Team,Team Score,Opponent,Opponent Score,Team Result
30-11-2014,USC,66,New Mexico,54,Win
30-11-2014,New Mexico,54,USC,66,Loss
30-11-2014,Texas St,68,Howard Payne,39,Win
30-11-2014,Howard Payne,39,Texas St,68,Loss
30-11-2014,Drexel,59,Southern Miss,36,Win
30-11-2014,Southern Miss,36,Drexel,59,Loss
30-11-2014,Akron,72,Bryant,66,Win
30-11-2014,Bryant,66,Akron,72,Loss
30-11-2014,N Dakota St,72,Montana St,51,Win
30-11-2014,Montana St,51,N Dakota St,72,Loss
30-11-2014,Long Beach St,73,Xavier,70,Win
30-11-2014,Xavier,70,Long Beach St,73,Loss
30-11-2014,Marquette,67,Tennessee,59,Win
30-11-2014,Tennessee,59,Marquette,67,Loss
30-11-2014,Lehigh,100,PSU Mont Alto,74,Win
30-11-2014,PSU Mont Alto,74,Lehigh,100,Loss
30-11-2014,Washington,68,UTEP,65,Win
30-11-2014,UTEP,65,Washington,68,Loss
30-11-2014,Princeton,69,San Jose St,54,Win
30-11-2014,San Jose St,54,Princeton,69,Loss
30-11-2014,Georgia Tech,64,Rhode Island,61,Win
30-11-2014,Rhode Island,61,Georgia Tech,64,Loss
30-11-2014,W Michigan,68,San Diego,66,Win
30-11-2014,San Diego,66,W Michigan,68,Loss
30-11-2014,Valparaiso,70,Portland,55,Win
30-11-2014,Portland,55,Valparaiso,70,Loss
30-11-2014,Tulane,73,Tennessee Tech,68,Win
30-11-2014,Tennessee Tech,68,Tulane,73,Loss
30-11-2014,Oregon,81,Portland St,59,Win
30-11-2014,Portland St,59,Oregon,81,Loss
30-11-2014,Santa Clara,68,Rider,60,Win
30-11-2014,Rider,60,Santa Clara,68,Loss
30-11-2014,Kansas,61,Michigan St,56,Win
30-11-2014,Michigan St,56,Kansas,61,Loss
30-11-2014,Murray St,68,Drake,59,Win
30-11-2014,Drake,59,Murray St,68,Loss
30-11-2014,N Illinois,61,Maine,56,Win
30-11-2014,Maine,56,N Illinois,61,Loss
30-11-2014,Lafayette,82,F Dickinson,61,Win
30-11-2014,F Dickinson,61,Lafayette,82,Loss
30-11-2014,East Carolina,74,Central Conn,59,Win
30-11-2014,Central Conn,59,East Carolina,74,Loss
30-11-2014,Charlotte,66,UNC Asheville,63,Win
30-11-2014,UNC Asheville,63,Charlotte,66,Loss
30-11-2014,Colorado,84,Lipscomb,75,Win
30-11-2014,Lipscomb,75,Colorado,84,Loss
30-11-2014,Kentucky,58,Providence,38,Win
30-11-2014,Providence,38,Kentucky,58,Loss
30-11-2014,Texas Tech,63,Air Force,62,Win
30-11-2014,Air Force,62,Texas Tech,63,Loss
30-11-2014,Southern Utah,93,UT San Antonio,92,Win
30-11-2014,UT San Antonio,92,Southern Utah,93,Loss
30-11-2014,Duke,93,Army,73,Win
30-11-2014,Army,73,Duke,93,Loss
30-11-2014,Texas,55,Connecticut,54,Win
30-11-2014,Connecticut,54,Texas,55,Loss
30-11-2014,Elon,70,Miami OH,68,Win
30-11-2014,Miami OH,68,Elon,70,Loss
30-11-2014,MA Lowell,69,Boston Univ,59,Win
30-11-2014,Boston Univ,59,MA Lowell,69,Loss
30-11-2014,Quinnipiac,89,Vermont,73,Win
30-11-2014,Vermont,73,Quinnipiac,89,Loss
30-11-2014,Yale,69,Hartford,57,Win
30-11-2014,Hartford,57,Yale,69,Loss
30-11-2014,Sacred Heart,71,Campbell,62,Win
30-11-2014,Campbell,62,Sacred Heart,71,Loss
30-11-2014,Arkansas,94,Iona,77,Win
30-11-2014,Iona,77,Arkansas,94,Loss
30-11-2014,Jacksonville St,81,Fort Valley St,49,Win
30-11-2014,Fort Valley St,49,Jacksonville St,81,Loss
30-11-2014,Brown,75,J&W RI,65,Win
30-11-2014,J&W RI,65,Brown,75,Loss
30-11-2014,Temple,70,Long Island,56,Win
30-11-2014,Long Island,56,Temple,70,Loss
30-11-2014,N Colorado,95,Florida A&M,56,Win
30-11-2014,Florida A&M,56,N Colorado,95,Loss
30-11-2014,New Hampshire,65,Dartmouth,63,Win
30-11-2014,Dartmouth,63,New Hampshire,65,Loss
30-11-2014,Northern Iowa,55,Richmond,50,Win
30-11-2014,Richmond,50,Northern Iowa,55,Loss
30-11-2014,DePaul,87,Stanford,72,Win
30-11-2014,Stanford,72,DePaul,87,Loss
30-11-2014,FL Atlantic,54,Ave Maria,43,Win
30-11-2014,Ave Maria,43,FL Atlantic,54,Loss
30-11-2014,Virginia Tech,83,Morgan St,63,Win
30-11-2014,Morgan St,63,Virginia Tech,83,Loss
30-11-2014,Bowling Green,64,Detroit,63,Win
30-11-2014,Detroit,63,Bowling Green,64,Loss
30-11-2014,Denver,79,New Orleans,60,Win
30-11-2014,New Orleans,60,Denver,79,Loss
01-12-2014,Coppin St,103,Goldey Beacom,50,Win
01-12-2014,Goldey Beacom,50,Coppin St,103,Loss
01-12-2014,Samford,76,Jacksonville,70,Win
01-12-2014,Jacksonville,70,Samford,76,Loss
01-12-2014,South Carolina,77,Marshall,59,Win
01-12-2014,Marshall,59,South Carolina,77,Loss
01-12-2014,Detroit,109,Aquinas,59,Win
01-12-2014,Aquinas,59,Detroit,109,Loss
01-12-2014,Charleston So,72,W Carolina,66,Win
01-12-2014,W Carolina,66,Charleston So,72,Loss
01-12-2014,Arkansas St,67,Cent Arkansas,49,Win
01-12-2014,Cent Arkansas,49,Arkansas St,67,Loss
01-12-2014,Seattle,72,Pac Lutheran,33,Win
01-12-2014,Pac Lutheran,33,Seattle,72,Loss
01-12-2014,CS Sacramento,65,Utah Valley,56,Win
01-12-2014,Utah Valley,56,CS Sacramento,65,Loss
01-12-2014,Weber St,62,Oral Roberts,61,Win
01-12-2014,Oral Roberts,61,Weber St,62,Loss
01-12-2014,WI Green Bay,78,MN Duluth,52,Win
01-12-2014,MN Duluth,52,WI Green Bay,78,Loss
01-12-2014,Baylor,75,TX Southern,49,Win
01-12-2014,TX Southern,49,Baylor,75,Loss
01-12-2014,Winthrop,68,Savannah St,47,Win
01-12-2014,Savannah St,47,Winthrop,68,Loss
01-12-2014,E Michigan,83,Marygrove,52,Win
01-12-2014,Marygrove,52,E Michigan,83,Loss
01-12-2014,Rutgers,69,Clemson,64,Win
01-12-2014,Clemson,64,Rutgers,69,Loss
01-12-2014,Bucknell,72,Fairfield,66,Win
01-12-2014,Fairfield,66,Bucknell,72,Loss
01-12-2014,Boston College,79,Marist,61,Win
01-12-2014,Marist,61,Boston College,79,Loss
01-12-2014,Fordham,69,Siena,67,Win
01-12-2014,Siena,67,Fordham,69,Loss
01-12-2014,Nebraska,70,Florida St,65,Win
01-12-2014,Florida St,65,Nebraska,70,Loss
01-12-2014,ETSU,63,Morehead St,59,Win
01-12-2014,Morehead St,59,ETSU,63,Loss
01-12-2014,Liberty,66,Furman,52,Win
01-12-2014,Furman,52,Liberty,66,Loss
01-12-2014,High Point,76,UNC Greensboro,68,Win
01-12-2014,UNC Greensboro,68,High Point,76,Loss
01-12-2014,North Florida,97,Edward Waters,65,Win
01-12-2014,Edward Waters,65,North Florida,97,Loss
01-12-2014,SC Upstate,105,Barber-Scotia,43,Win
01-12-2014,Barber-Scotia,43,SC Upstate,105,Loss
02-12-2014,Hampton,62,Tennessee St,54,Win
02-12-2014,Tennessee St,54,Hampton,62,Loss
02-12-2014,St Louis,80,Rockhurst,48,Win
02-12-2014,Rockhurst,48,St Louis,80,Loss
02-12-2014,Troy,72,Alcorn St,51,Win
02-12-2014,Alcorn St,51,Troy,72,Loss
02-12-2014,Alabama,82,South Florida,71,Win
02-12-2014,South Florida,71,Alabama,82,Loss
02-12-2014,Evansville,86,Wright St,78,Win
02-12-2014,Wright St,78,Evansville,86,Loss
02-12-2014,Missouri,65,SE Missouri St,61,Win
02-12-2014,SE Missouri St,61,Missouri,65,Loss
02-12-2014,Grand Canyon,66,IL Chicago,61,Win
02-12-2014,IL Chicago,61,Grand Canyon,66,Loss
02-12-2014,Kansas St,84,NE Omaha,66,Win
02-12-2014,NE Omaha,66,Kansas St,84,Loss
02-12-2014,Iowa St,96,Lamar,59,Win
02-12-2014,Lamar,59,Iowa St,96,Loss
02-12-2014,MD E Shore,65,UMBC,52,Win
02-12-2014,UMBC,52,MD E Shore,65,Loss
02-12-2014,VA Commonwealth,66,Illinois St,62,Win
02-12-2014,Illinois St,62,VA Commonwealth,66,Loss
02-12-2014,Bradley,84,C Michigan,73,Win
02-12-2014,C Michigan,73,Bradley,84,Loss
02-12-2014,Texas,63,UT Arlington,53,Win
02-12-2014,UT Arlington,53,Texas,63,Loss
02-12-2014,South Dakota,68,CS Northridge,65,Win
02-12-2014,CS Northridge,65,South Dakota,68,Loss
02-12-2014,Louisville,64,Ohio St,55,Win
02-12-2014,Ohio St,55,Louisville,64,Loss
02-12-2014,Idaho St,86,MT Western,66,Win
02-12-2014,MT Western,66,Idaho St,86,Loss
02-12-2014,Elon,111,VA-Lynchburg,55,Win
02-12-2014,VA-Lynchburg,55,Elon,111,Loss
02-12-2014,Hawaii,75,Delaware St,60,Win
02-12-2014,Delaware St,60,Hawaii,75,Loss
02-12-2014,UC Riverside,59,CS Bakersfield,58,Win
02-12-2014,CS Bakersfield,58,UC Riverside,59,Loss
02-12-2014,Gonzaga,76,SE Louisiana,57,Win
02-12-2014,SE Louisiana,57,Gonzaga,76,Loss
02-12-2014,DePaul,78,N Illinois,67,Win
02-12-2014,N Illinois,67,DePaul,78,Loss
02-12-2014,BYU,91,Utah St,81,Win
02-12-2014,Utah St,81,BYU,91,Loss
02-12-2014,Wyoming,68,Denver,42,Win
02-12-2014,Denver,42,Wyoming,68,Loss
02-12-2014,Arizona,91,Gardner Webb,65,Win
02-12-2014,Gardner Webb,65,Arizona,91,Loss
02-12-2014,Purdue,66,NC State,61,Win
02-12-2014,NC State,61,Purdue,66,Loss
02-12-2014,Miami FL,70,Illinois,61,Win
02-12-2014,Illinois,61,Miami FL,70,Loss
02-12-2014,Indiana,81,Pittsburgh,69,Win
02-12-2014,Pittsburgh,69,Indiana,81,Loss
02-12-2014,Akron,81,Ark Pine Bluff,60,Win
02-12-2014,Ark Pine Bluff,60,Akron,81,Loss
02-12-2014,Loyola MD,64,Columbia,62,Win
02-12-2014,Columbia,62,Loyola MD,64,Loss
02-12-2014,Georgia,86,Chattanooga,55,Win
02-12-2014,Chattanooga,55,Georgia,86,Loss
02-12-2014,Seton Hall,78,Mt St Mary's,55,Win
02-12-2014,Mt St Mary's,55,Seton Hall,78,Loss
02-12-2014,Minnesota,84,Wake Forest,69,Win
02-12-2014,Wake Forest,69,Minnesota,84,Loss
02-12-2014,Cincinnati,78,Stony Brook,52,Win
02-12-2014,Stony Brook,52,Cincinnati,78,Loss
02-12-2014,Belmont,63,MTSU,59,Win
02-12-2014,MTSU,59,Belmont,63,Loss
02-12-2014,Col Charleston,59,Citadel,55,Win
02-12-2014,Citadel,55,Col Charleston,59,Loss
02-12-2014,Florida Intl,59,Kennesaw,38,Win
02-12-2014,Kennesaw,38,Florida Intl,59,Loss
02-12-2014,SF Austin,64,Memphis,52,Win
02-12-2014,Memphis,52,SF Austin,64,Loss
02-12-2014,St John's,70,Niagara,57,Win
02-12-2014,Niagara,57,St John's,70,Loss
02-12-2014,South Alabama,71,Spring Hill,54,Win
02-12-2014,Spring Hill,54,South Alabama,71,Loss
02-12-2014,UCF,61,Ga Southern,59,Win
02-12-2014,Ga Southern,59,UCF,61,Loss
02-12-2014,NC Central,101,J&W NC,38,Win
02-12-2014,J&W NC,38,NC Central,101,Loss
02-12-2014,Hofstra,88,Norfolk St,74,Win
02-12-2014,Norfolk St,74,Hofstra,88,Loss
02-12-2014,Louisiana Tech,99,Northwestern LA,88,Win
02-12-2014,Northwestern LA,88,Louisiana Tech,99,Loss
02-12-2014,Mercer,62,St Andrew's,33,Win
02-12-2014,St Andrew's,33,Mercer,62,Loss
02-12-2014,Michigan,68,Syracuse,65,Win
02-12-2014,Syracuse,65,Michigan,68,Loss
02-12-2014,Maine,82,Wagner,81,Win
02-12-2014,Wagner,81,Maine,82,Loss
02-12-2014,Coastal Car,66,S Carolina St,52,Win
02-12-2014,S Carolina St,52,Coastal Car,66,Loss
02-12-2014,James Madison,63,Campbell,61,Win
02-12-2014,Campbell,61,James Madison,63,Loss
02-12-2014,VMI,133,Mid-Atlantic Chr,62,Win
02-12-2014,Mid-Atlantic Chr,62,VMI,133,Loss
02-12-2014,Youngstown St,89,Robert Morris,81,Win
02-12-2014,Robert Morris,81,Youngstown St,89,Loss
02-12-2014,Duquesne,81,Howard,63,Win
02-12-2014,Howard,63,Duquesne,81,Loss
02-12-2014,LSU,82,Massachusetts,60,Win
02-12-2014,Massachusetts,60,LSU,82,Loss
03-12-2014,Texas A&M,66,Sam Houston St,63,Win
03-12-2014,Sam Houston St,63,Texas A&M,66,Loss
03-12-2014,Murray St,102,Bethel TN,66,Win
03-12-2014,Bethel TN,66,Murray St,102,Loss
03-12-2014,Texas St,72,TX Lutheran,31,Win
03-12-2014,TX Lutheran,31,Texas St,72,Loss
03-12-2014,Houston Bap,58,Rice,55,Win
03-12-2014,Rice,55,Houston Bap,58,Loss
03-12-2014,Arizona St,77,UNLV,55,Win
03-12-2014,UNLV,55,Arizona St,77,Loss
03-12-2014,New Mexico,62,New Mexico St,47,Win
03-12-2014,New Mexico St,47,New Mexico,62,Loss
03-12-2014,Colorado St,65,UTEP,62,Win
03-12-2014,UTEP,62,Colorado St,65,Loss
03-12-2014,Texas Tech,46,Auburn,44,Win
03-12-2014,Auburn,44,Texas Tech,46,Loss
03-12-2014,Villanova,84,La Salle,70,Win
03-12-2014,La Salle,70,Villanova,84,Loss
03-12-2014,Prairie View,64,Schreiner,48,Win
03-12-2014,Schreiner,48,Prairie View,64,Loss
03-12-2014,S Illinois,79,Edwardsville,67,Win
03-12-2014,Edwardsville,67,S Illinois,79,Loss
03-12-2014,Tulsa,77,Creighton,64,Win
03-12-2014,Creighton,64,Tulsa,77,Loss
03-12-2014,Tulane,83,Loyola-Chicago,70,Win
03-12-2014,Loyola-Chicago,70,Tulane,83,Loss
03-12-2014,Yale,67,Bryant,60,Win
03-12-2014,Bryant,60,Yale,67,Loss
03-12-2014,Oklahoma St,87,North Texas,61,Win
03-12-2014,North Texas,61,Oklahoma St,87,Loss
03-12-2014,Jacksonville St,79,Winthrop,76,Win
03-12-2014,Winthrop,76,Jacksonville St,79,Loss
03-12-2014,ULL,76,Jackson St,53,Win
03-12-2014,Jackson St,53,ULL,76,Loss
03-12-2014,North Florida,63,Bethune-Cookman,56,Win
03-12-2014,Bethune-Cookman,56,North Florida,63,Loss
03-12-2014,S Dakota St,89,Wayne St NE,55,Win
03-12-2014,Wayne St NE,55,S Dakota St,89,Loss
03-12-2014,E Illinois,61,Ball St,54,Win
03-12-2014,Ball St,54,E Illinois,61,Loss
03-12-2014,Fresno St,72,UC Irvine,63,Win
03-12-2014,UC Irvine,63,Fresno St,72,Loss
03-12-2014,Long Beach St,68,Nevada,57,Win
03-12-2014,Nevada,57,Long Beach St,68,Loss
03-12-2014,Colorado,72,San Francisco,55,Win
03-12-2014,San Francisco,55,Colorado,72,Loss
03-12-2014,Pacific,80,CSU East Bay,51,Win
03-12-2014,CSU East Bay,51,Pacific,80,Loss
03-12-2014,USC,77,Loy Marymount,61,Win
03-12-2014,Loy Marymount,61,USC,77,Loss
03-12-2014,UCLA,73,CS Fullerton,45,Win
03-12-2014,CS Fullerton,45,UCLA,73,Loss
03-12-2014,Oregon St,74,MS Valley St,50,Win
03-12-2014,MS Valley St,50,Oregon St,74,Loss
03-12-2014,Utah,69,Wichita St,68,Win
03-12-2014,Wichita St,68,Utah,69,Loss
03-12-2014,UC Davis,70,San Jose St,56,Win
03-12-2014,San Jose St,56,UC Davis,70,Loss
03-12-2014,Oregon,94,Concordia OR,63,Win
03-12-2014,Concordia OR,63,Oregon,94,Loss
03-12-2014,Georgia Tech,66,Northwestern,58,Win
03-12-2014,Northwestern,58,Georgia Tech,66,Loss
03-12-2014,Virginia,76,Maryland,65,Win
03-12-2014,Maryland,65,Virginia,76,Loss
03-12-2014,Montana St,79,S Dakota Tech,41,Win
03-12-2014,S Dakota Tech,41,Montana St,79,Loss
03-12-2014,Air Force,59,Grambling,34,Win
03-12-2014,Grambling,34,Air Force,59,Loss
03-12-2014,McNeese St,74,Southern N.O.,63,Win
03-12-2014,Southern N.O.,63,McNeese St,74,Loss
03-12-2014,Portland,83,Portland St,71,Win
03-12-2014,Portland St,71,Portland,83,Loss
03-12-2014,California,78,Montana,76,Win
03-12-2014,Montana,76,California,78,Loss
03-12-2014,Idaho,77,Washington St,71,Win
03-12-2014,Washington St,71,Idaho,77,Loss
03-12-2014,Duke,80,Wisconsin,70,Win
03-12-2014,Wisconsin,70,Duke,80,Loss
03-12-2014,F Dickinson,89,Princeton,85,Win
03-12-2014,Princeton,85,F Dickinson,89,Loss
03-12-2014,American Univ,66,Brown,49,Win
03-12-2014,Brown,49,American Univ,66,Loss
03-12-2014,Penn,57,Navy,46,Win
03-12-2014,Navy,46,Penn,57,Loss
03-12-2014,IPFW,87,Stetson,76,Win
03-12-2014,Stetson,76,IPFW,87,Loss
03-12-2014,Rider,69,Central Conn,56,Win
03-12-2014,Central Conn,56,Rider,69,Loss
03-12-2014,FL Atlantic,72,East Carolina,63,Win
03-12-2014,East Carolina,63,FL Atlantic,72,Loss
03-12-2014,Holy Cross,74,Albany NY,57,Win
03-12-2014,Albany NY,57,Holy Cross,74,Loss
03-12-2014,St Bonaventure,72,Buffalo,63,Win
03-12-2014,Buffalo,63,St Bonaventure,72,Loss
03-12-2014,Army,73,Delaware,69,Win
03-12-2014,Delaware,69,Army,73,Loss
03-12-2014,Sacred Heart,71,Colgate,70,Win
03-12-2014,Colgate,70,Sacred Heart,71,Loss
03-12-2014,Lehigh,61,St Francis PA,59,Win
03-12-2014,St Francis PA,59,Lehigh,61,Loss
03-12-2014,Old Dominion,75,George Mason,69,Win
03-12-2014,George Mason,69,Old Dominion,75,Loss
03-12-2014,WI Milwaukee,65,Missouri KC,56,Win
03-12-2014,Missouri KC,56,WI Milwaukee,65,Loss
03-12-2014,W Kentucky,62,Bowling Green,52,Win
03-12-2014,Bowling Green,52,W Kentucky,62,Loss
03-12-2014,UT San Antonio,88,Northern Arizona,83,Win
03-12-2014,Northern Arizona,83,UT San Antonio,88,Loss
03-12-2014,Southern Miss,78,N Dakota St,65,Win
03-12-2014,N Dakota St,65,Southern Miss,78,Loss
03-12-2014,St Joseph's PA,58,Temple,56,Win
03-12-2014,Temple,56,St Joseph's PA,58,Loss
03-12-2014,Canisius,60,St Peter's,57,Win
03-12-2014,St Peter's,57,Canisius,60,Loss
03-12-2014,Tennessee Tech,84,Lipscomb,79,Win
03-12-2014,Lipscomb,79,Tennessee Tech,84,Loss
03-12-2014,Oakland,84,Rochester MI,52,Win
03-12-2014,Rochester MI,52,Oakland,84,Loss
03-12-2014,UNC Wilmington,105,St Andrew's,47,Win
03-12-2014,St Andrew's,47,UNC Wilmington,105,Loss
03-12-2014,Towson,84,Coppin St,76,Win
03-12-2014,Coppin St,76,Towson,84,Loss
03-12-2014,FL Gulf Coast,77,Florida Tech,58,Win
03-12-2014,Florida Tech,58,FL Gulf Coast,77,Loss
03-12-2014,MA Lowell,71,NJIT,67,Win
03-12-2014,NJIT,67,MA Lowell,71,Loss
03-12-2014,Valparaiso,72,E Kentucky,66,Win
03-12-2014,E Kentucky,66,Valparaiso,72,Loss
03-12-2014,Vermont,81,Hartford,69,Win
03-12-2014,Hartford,69,Vermont,81,Loss
03-12-2014,Boston Univ,77,Binghamton,65,Win
03-12-2014,Binghamton,65,Boston Univ,77,Loss
03-12-2014,Iowa,60,North Carolina,55,Win
03-12-2014,North Carolina,55,Iowa,60,Loss
03-12-2014,Penn St,61,Virginia Tech,58,Win
03-12-2014,Virginia Tech,58,Penn St,61,Loss
03-12-2014,Butler,77,Indiana St,54,Win
03-12-2014,Indiana St,54,Butler,77,Loss
03-12-2014,Notre Dame,79,Michigan St,78,Win
03-12-2014,Michigan St,78,Notre Dame,79,Loss
03-12-2014,ETSU,96,W Carolina,89,Win
03-12-2014,W Carolina,89,ETSU,96,Loss
03-12-2014,Wofford,66,Presbyterian,45,Win
03-12-2014,Presbyterian,45,Wofford,66,Loss
03-12-2014,TN Martin,71,N Kentucky,56,Win
03-12-2014,N Kentucky,56,TN Martin,71,Loss
03-12-2014,Dayton,66,Miami OH,62,Win
03-12-2014,Miami OH,62,Dayton,66,Loss
03-12-2014,Toledo,59,Cleveland St,54,Win
03-12-2014,Cleveland St,54,Toledo,59,Loss
03-12-2014,Harvard,60,Northeastern,46,Win
03-12-2014,Northeastern,46,Harvard,60,Loss
03-12-2014,New Hampshire,72,Long Island,56,Win
03-12-2014,Long Island,56,New Hampshire,72,Loss
03-12-2014,Davidson,92,Charlotte,86,Win
03-12-2014,Charlotte,86,Davidson,92,Loss
03-12-2014,Longwood,74,Dartmouth,73,Win
03-12-2014,Dartmouth,73,Longwood,74,Loss
03-12-2014,Richmond,68,William & Mary,67,Win
03-12-2014,William & Mary,67,Richmond,68,Loss
04-12-2014,Iowa St,95,Arkansas,77,Win
04-12-2014,Arkansas,77,Iowa St,95,Loss
04-12-2014,TCU,66,Mississippi,54,Win
04-12-2014,Mississippi,54,TCU,66,Loss
04-12-2014,Missouri St,73,Ark Little Rock,68,Win
04-12-2014,Ark Little Rock,68,Missouri St,73,Loss
04-12-2014,Incarnate Word,85,St Edward's,68,Win
04-12-2014,St Edward's,68,Incarnate Word,85,Loss
04-12-2014,Abilene Chr,72,CS Sacramento,61,Win
04-12-2014,CS Sacramento,61,Abilene Chr,72,Loss
04-12-2014,Pepperdine,66,CS Northridge,56,Win
04-12-2014,CS Northridge,56,Pepperdine,66,Loss
04-12-2014,Univ Sciences,54,Drexel,52,Win
04-12-2014,Drexel,52,Univ Sciences,54,Loss
04-12-2014,Savannah St,75,Mid Georgia,62,Win
04-12-2014,Mid Georgia,62,Savannah St,75,Loss
04-12-2014,Charleston So,105,Columbia Intl,55,Win
04-12-2014,Columbia Intl,55,Charleston So,105,Loss
04-12-2014,Santa Barbara,87,Seattle,46,Win
04-12-2014,Seattle,46,Santa Barbara,87,Loss
04-12-2014,San Diego St,57,San Diego,48,Win
04-12-2014,San Diego,48,San Diego St,57,Loss
04-12-2014,UAB,58,Morehead St,48,Win
04-12-2014,Morehead St,48,UAB,58,Loss
04-12-2014,Monmouth NJ,57,Marist,50,Win
04-12-2014,Marist,50,Monmouth NJ,57,Loss
04-12-2014,Appalachian St,67,Jacksonville,56,Win
04-12-2014,Jacksonville,56,Appalachian St,67,Loss
04-12-2014,LSU,74,West Virginia,73,Win
04-12-2014,West Virginia,73,LSU,74,Loss
04-12-2014,Akron,73,W Illinois,49,Win
04-12-2014,W Illinois,49,Akron,73,Loss
04-12-2014,Baylor,66,Vanderbilt,63,Win
04-12-2014,Vanderbilt,63,Baylor,66,Loss
04-12-2014,G Washington,83,UMBC,60,Win
04-12-2014,UMBC,60,G Washington,83,Loss
04-12-2014,DePaul,84,Chicago St,60,Win
04-12-2014,Chicago St,60,DePaul,84,Loss
04-12-2014,VMI,88,Samford,66,Win
04-12-2014,Samford,66,VMI,88,Loss
04-12-2014,Houston,72,TX Pan American,58,Win
04-12-2014,TX Pan American,58,Houston,72,Loss
04-12-2014,Georgia St,72,WI Green Bay,48,Win
04-12-2014,WI Green Bay,48,Georgia St,72,Loss
04-12-2014,SC Upstate,65,NC A&T,54,Win
04-12-2014,NC A&T,54,SC Upstate,65,Loss
05-12-2014,Southern Univ,68,Dillard,55,Win
05-12-2014,Dillard,55,Southern Univ,68,Loss
05-12-2014,SF Austin,74,Long Beach St,45,Win
05-12-2014,Long Beach St,45,SF Austin,74,Loss
05-12-2014,Siena,88,Quinnipiac,67,Win
05-12-2014,Quinnipiac,67,Siena,88,Loss
05-12-2014,Youngstown St,87,South Dakota,79,Win
05-12-2014,South Dakota,79,Youngstown St,87,Loss
05-12-2014,Kansas,71,Florida,65,Win
05-12-2014,Florida,65,Kansas,71,Loss
05-12-2014,UNLV,113,St Katherine,53,Win
05-12-2014,St Katherine,53,UNLV,113,Loss
05-12-2014,Pittsburgh,76,Duquesne,62,Win
05-12-2014,Duquesne,62,Pittsburgh,76,Loss
05-12-2014,Coastal Car,58,Auburn,54,Win
05-12-2014,Auburn,54,Coastal Car,58,Loss
05-12-2014,Oklahoma,82,Missouri,63,Win
05-12-2014,Missouri,63,Oklahoma,82,Loss
05-12-2014,SMU,66,Wyoming,53,Win
05-12-2014,Wyoming,53,SMU,66,Loss
05-12-2014,Yale,45,Connecticut,44,Win
05-12-2014,Connecticut,44,Yale,45,Loss
05-12-2014,Kentucky,63,Texas,51,Win
05-12-2014,Texas,51,Kentucky,63,Loss
05-12-2014,Fairfield,67,Manhattan,54,Win
05-12-2014,Manhattan,54,Fairfield,67,Loss
05-12-2014,Boston College,69,Providence,60,Win
05-12-2014,Providence,60,Boston College,69,Loss
05-12-2014,Gardner Webb,100,Toccoa Falls,61,Win
05-12-2014,Toccoa Falls,61,Gardner Webb,100,Loss
05-12-2014,NC Central,68,MD E Shore,63,Win
05-12-2014,MD E Shore,63,NC Central,68,Loss
05-12-2014,Louisville,82,Florida Intl,57,Win
05-12-2014,Florida Intl,57,Louisville,82,Loss
05-12-2014,Minnesota,84,W Carolina,64,Win
05-12-2014,W Carolina,64,Minnesota,84,Loss
06-12-2014,Columbia,62,Bucknell,39,Win
06-12-2014,Bucknell,39,Columbia,62,Loss
06-12-2014,Mt St Mary's,74,Loyola MD,65,Win
06-12-2014,Loyola MD,65,Mt St Mary's,74,Loss
06-12-2014,High Point,66,William & Mary,63,Win
06-12-2014,William & Mary,63,High Point,66,Loss
06-12-2014,IPFW,86,Miami OH,78,Win
06-12-2014,Miami OH,78,IPFW,86,Loss
06-12-2014,Sam Houston St,78,TX Pan American,59,Win
06-12-2014,TX Pan American,59,Sam Houston St,78,Loss
06-12-2014,Penn St,73,Marshall,69,Win
06-12-2014,Marshall,69,Penn St,73,Loss
06-12-2014,Norfolk St,85,Morgan St,65,Win
06-12-2014,Morgan St,65,Norfolk St,85,Loss
06-12-2014,New Orleans,100,Crowley's Ridge,85,Win
06-12-2014,Crowley's Ridge,85,New Orleans,100,Loss
06-12-2014,NC State,78,Wake Forest,65,Win
06-12-2014,Wake Forest,65,NC State,78,Loss
06-12-2014,Brown,69,Bryant,62,Win
06-12-2014,Bryant,62,Brown,69,Loss
06-12-2014,Central Conn,56,Hartford,47,Win
06-12-2014,Hartford,47,Central Conn,56,Loss
06-12-2014,Louisiana Tech,65,Jackson St,52,Win
06-12-2014,Jackson St,52,Louisiana Tech,65,Loss
06-12-2014,Harvard,64,Vermont,52,Win
06-12-2014,Vermont,52,Harvard,64,Loss
06-12-2014,SE Missouri St,63,SE Louisiana,59,Win
06-12-2014,SE Louisiana,59,SE Missouri St,63,Loss
06-12-2014,St John's,69,Syracuse,57,Win
06-12-2014,Syracuse,57,St John's,69,Loss
06-12-2014,Ohio St,70,Colgate,50,Win
06-12-2014,Colgate,50,Ohio St,70,Loss
06-12-2014,Butler,65,Northwestern,56,Win
06-12-2014,Northwestern,56,Butler,65,Loss
06-12-2014,Princeton,77,Stony Brook,64,Win
06-12-2014,Stony Brook,64,Princeton,77,Loss
06-12-2014,Hampton,71,Coppin St,52,Win
06-12-2014,Coppin St,52,Hampton,71,Loss
06-12-2014,Alabama St,80,Jacksonville St,55,Win
06-12-2014,Jacksonville St,55,Alabama St,80,Loss
06-12-2014,Northeastern,81,W Michigan,69,Win
06-12-2014,W Michigan,69,Northeastern,81,Loss
06-12-2014,S Carolina St,70,Florida A&M,61,Win
06-12-2014,Florida A&M,61,S Carolina St,70,Loss
