Date,Team,Team Score,Opponent,Opponent Score,Team Result
17-11-2014,Georgia St,58,Iowa St,81,Loss
17-11-2014,Grand Canyon,61,Montana St,45,Win
17-11-2014,Montana St,45,Grand Canyon,61,Loss
17-11-2014,TN Martin,75,Arkansas St,73,Win
17-11-2014,Arkansas St,73,TN Martin,75,Loss
17-11-2014,North Texas,71,Nicholls St,57,Win
17-11-2014,Nicholls St,57,North Texas,71,Loss
17-11-2014,IL Chicago,67,W Illinois,64,Win
17-11-2014,W Illinois,64,IL Chicago,67,Loss
17-11-2014,Iowa,87,N Dakota St,56,Win
17-11-2014,N Dakota St,56,Iowa,87,Loss
17-11-2014,TCU,81,Washington St,54,Win
17-11-2014,Washington St,54,TCU,81,Loss
17-11-2014,Loyola-Chicago,78,McKendree,68,Win
17-11-2014,McKendree,68,Loyola-Chicago,78,Loss
17-11-2014,IPFW,74,Edwardsville,71,Win
17-11-2014,Edwardsville,71,IPFW,74,Loss
17-11-2014,TX Pan American,63,UT San Antonio,62,Win
17-11-2014,UT San Antonio,62,TX Pan American,63,Loss
17-11-2014,Mississippi,74,Troy,64,Win
17-11-2014,Troy,64,Mississippi,74,Loss
17-11-2014,Michigan,77,Bucknell,53,Win
17-11-2014,Bucknell,53,Michigan,77,Loss
17-11-2014,Wake Forest,71,Tulane,49,Win
17-11-2014,Tulane,49,Wake Forest,71,Loss
17-11-2014,USC,70,Tennessee Tech,58,Win
17-11-2014,Tennessee Tech,58,USC,70,Loss
17-11-2014,St Mary's CA,83,New Mexico St,71,Win
17-11-2014,New Mexico St,71,St Mary's CA,83,Loss
17-11-2014,Gonzaga,72,SMU,56,Win
17-11-2014,SMU,56,Gonzaga,72,Loss
17-11-2014,Oregon,83,Detroit,66,Win
17-11-2014,Detroit,66,Oregon,83,Loss
17-11-2014,High Point,62,Hawaii,54,Win
17-11-2014,Hawaii,54,High Point,62,Loss
17-11-2014,Delaware St,104,Bap Bible PA,63,Win
17-11-2014,Bap Bible PA,63,Delaware St,104,Loss
17-11-2014,Fresno St,93,Bristol,55,Win
17-11-2014,Bristol,55,Fresno St,93,Loss
17-11-2014,Ark Pine Bluff,56,CS Bakersfield,49,Win
17-11-2014,CS Bakersfield,49,Ark Pine Bluff,56,Loss
17-11-2014,Southern Univ,76,LSU-Alexandria,65,Win
17-11-2014,LSU-Alexandria,65,Southern Univ,76,Loss
17-11-2014,Arizona St,49,Bethune-Cookman,39,Win
17-11-2014,Bethune-Cookman,39,Arizona St,49,Loss
17-11-2014,Weber St,74,Presentation,49,Win
17-11-2014,Presentation,49,Weber St,74,Loss
17-11-2014,Providence,66,Binghamton,45,Win
17-11-2014,Binghamton,45,Providence,66,Loss
17-11-2014,Alabama,80,W Carolina,74,Win
17-11-2014,W Carolina,74,Alabama,80,Loss
17-11-2014,Tulsa,64,ULL,53,Win
17-11-2014,ULL,53,Tulsa,64,Loss
17-11-2014,Pepperdine,76,Cal Lutheran,61,Win
17-11-2014,Cal Lutheran,61,Pepperdine,76,Loss
17-11-2014,CS Sacramento,70,UC Riverside,69,Win
17-11-2014,UC Riverside,69,CS Sacramento,70,Loss
17-11-2014,Idaho,82,S Dakota St,77,Win
17-11-2014,S Dakota St,77,Idaho,82,Loss
17-11-2014,Nevada,69,Adams St,64,Win
17-11-2014,Adams St,64,Nevada,69,Loss
17-11-2014,Miami FL,69,Florida,67,Win
17-11-2014,Florida,67,Miami FL,69,Loss
17-11-2014,Louisville,88,Jacksonville St,39,Win
17-11-2014,Jacksonville St,39,Louisville,88,Loss
17-11-2014,E Michigan,89,Oakland,77,Win
17-11-2014,Oakland,77,E Michigan,89,Loss
17-11-2014,Winthrop,77,Clemson,74,Win
17-11-2014,Clemson,74,Winthrop,77,Loss
17-11-2014,NC State,76,Hofstra,64,Win
17-11-2014,Hofstra,64,NC State,76,Loss
17-11-2014,FL Gulf Coast,81,Santa Barbara,75,Win
17-11-2014,Santa Barbara,75,FL Gulf Coast,81,Loss
17-11-2014,Liberty,61,Delaware,55,Win
17-11-2014,Delaware,55,Liberty,61,Loss
17-11-2014,Villanova,81,MD E Shore,44,Win
17-11-2014,MD E Shore,44,Villanova,81,Loss
17-11-2014,North Florida,79,Webber,55,Win
17-11-2014,Webber,55,North Florida,79,Loss
17-11-2014,Southern Miss,68,South Alabama,59,Win
17-11-2014,South Alabama,59,Southern Miss,68,Loss
17-11-2014,UAB,94,Young Harris,81,Win
17-11-2014,Young Harris,81,UAB,94,Loss
17-11-2014,Colorado,90,Auburn,59,Win
17-11-2014,Auburn,59,Colorado,90,Loss
17-11-2014,Gardner Webb,80,Col Charleston,67,Win
17-11-2014,Col Charleston,67,Gardner Webb,80,Loss
17-11-2014,WI Milwaukee,75,MN Crookston,54,Win
17-11-2014,MN Crookston,54,WI Milwaukee,75,Loss
17-11-2014,Temple,82,Louisiana Tech,75,Win
17-11-2014,Louisiana Tech,75,Temple,82,Loss
17-11-2014,Ball St,101,IU Kokomo,62,Win
17-11-2014,IU Kokomo,62,Ball St,101,Loss
17-11-2014,Indiana,83,TX Southern,64,Win
17-11-2014,TX Southern,64,Indiana,83,Loss
17-11-2014,Vermont,84,Siena,76,Win
17-11-2014,Siena,76,Vermont,84,Loss
17-11-2014,St John's,94,Franklin Pierce,81,Win
17-11-2014,Franklin Pierce,81,St John's,94,Loss
17-11-2014,Belmont,87,Lipscomb,62,Win
17-11-2014,Lipscomb,62,Belmont,87,Loss
17-11-2014,Towson,51,Morgan St,46,Win
17-11-2014,Morgan St,46,Towson,51,Loss
17-11-2014,American Univ,49,St Francis PA,46,Win
17-11-2014,St Francis PA,46,American Univ,49,Loss
17-11-2014,SC Upstate,63,NC A&T,46,Win
17-11-2014,NC A&T,46,SC Upstate,63,Loss
17-11-2014,Northwestern LA,75,Lyon,64,Win
17-11-2014,Lyon,64,Northwestern LA,75,Loss
17-11-2014,Kansas St,83,Missouri KC,73,Win
17-11-2014,Missouri KC,73,Kansas St,83,Loss
17-11-2014,Charleston So,92,Erskine,50,Win
17-11-2014,Erskine,50,Charleston So,92,Loss
17-11-2014,Maryland,93,Central Conn,57,Win
17-11-2014,Central Conn,57,Maryland,93,Loss
17-11-2014,Northwestern,69,Brown,56,Win
17-11-2014,Brown,56,Northwestern,69,Loss
17-11-2014,Yale,97,Newbury,51,Win
17-11-2014,Newbury,51,Yale,97,Loss
17-11-2014,James Madison,74,Radford,71,Win
17-11-2014,Radford,71,James Madison,74,Loss
17-11-2014,St Joseph's PA,52,Drexel,49,Win
17-11-2014,Drexel,49,St Joseph's PA,52,Loss
17-11-2014,FL Atlantic,74,Warner,49,Win
17-11-2014,Warner,49,FL Atlantic,74,Loss
17-11-2014,NJIT,90,Maine,86,Win
17-11-2014,Maine,86,NJIT,90,Loss
17-11-2014,Cleveland St,85,Tiffin,56,Win
17-11-2014,Tiffin,56,Cleveland St,85,Loss
17-11-2014,F Dickinson,102,FDU Madison,61,Win
17-11-2014,FDU Madison,61,F Dickinson,102,Loss
17-11-2014,Morehead St,87,Cincinnati Chr,79,Win
17-11-2014,Cincinnati Chr,79,Morehead St,87,Loss
18-11-2014,Murray St,68,MTSU,49,Win
18-11-2014,MTSU,49,Murray St,68,Loss
18-11-2014,Chicago St,102,Indiana NW,51,Win
18-11-2014,Indiana NW,51,Chicago St,102,Loss
18-11-2014,Kent,62,Malone,52,Win
18-11-2014,Malone,52,Kent,62,Loss
18-11-2014,Minnesota,76,W Kentucky,54,Win
18-11-2014,W Kentucky,54,Minnesota,76,Loss
18-11-2014,McNeese St,90,Louisiana Col,63,Win
18-11-2014,Louisiana Col,63,McNeese St,90,Loss
18-11-2014,Incarnate Word,94,Huston-Tillot,63,Win
18-11-2014,Huston-Tillot,63,Incarnate Word,94,Loss
18-11-2014,Nebraska,82,Cent Arkansas,56,Win
18-11-2014,Cent Arkansas,56,Nebraska,82,Loss
18-11-2014,Buffalo,74,UT Arlington,68,Win
18-11-2014,UT Arlington,68,Buffalo,74,Loss
18-11-2014,Presbyterian,82,Piedmont,72,Win
18-11-2014,Piedmont,72,Presbyterian,82,Loss
18-11-2014,Ohio St,74,Marquette,63,Win
18-11-2014,Marquette,63,Ohio St,74,Loss
18-11-2014,La Salle,60,Quinnipiac,58,Win
18-11-2014,Quinnipiac,58,La Salle,60,Loss
18-11-2014,Ga Southern,86,Trinity FL,49,Win
18-11-2014,Trinity FL,49,Ga Southern,86,Loss
18-11-2014,S Illinois,84,Tennessee St,67,Win
18-11-2014,Tennessee St,67,S Illinois,84,Loss
18-11-2014,North Dakota,76,Mayville St,39,Win
18-11-2014,Mayville St,39,North Dakota,76,Loss
18-11-2014,Oklahoma St,91,NW Oklahoma St,45,Win
18-11-2014,NW Oklahoma St,45,Oklahoma St,91,Loss
18-11-2014,Wichita St,71,Memphis,56,Win
18-11-2014,Memphis,56,Wichita St,71,Loss
18-11-2014,Cal Poly SLO,65,S Francisco St,44,Win
18-11-2014,S Francisco St,44,Cal Poly SLO,65,Loss
18-11-2014,Oregon St,86,Corban,62,Win
18-11-2014,Corban,62,Oregon St,86,Loss
18-11-2014,Duke,81,Michigan St,71,Win
18-11-2014,Michigan St,71,Duke,81,Loss
18-11-2014,New Hampshire,84,Thomas ME,36,Win
18-11-2014,Thomas ME,36,New Hampshire,84,Loss
18-11-2014,Coastal Car,82,Columbia Intl,51,Win
18-11-2014,Columbia Intl,51,Coastal Car,82,Loss
18-11-2014,Kentucky,72,Kansas,40,Win
18-11-2014,Kansas,40,Kentucky,72,Loss
18-11-2014,Boise St,72,Montana,67,Win
18-11-2014,Montana,67,Boise St,72,Loss
18-11-2014,Grambling,55,Lyon,49,Win
18-11-2014,Lyon,49,Grambling,55,Loss
18-11-2014,SE Missouri St,86,Hannibal-Lagr,49,Win
18-11-2014,Hannibal-Lagr,49,SE Missouri St,86,Loss
18-11-2014,New Orleans,88,Pensacola Chr,61,Win
18-11-2014,Pensacola Chr,61,New Orleans,88,Loss
18-11-2014,DePaul,80,Drake,62,Win
18-11-2014,Drake,62,DePaul,80,Loss
18-11-2014,LSU,69,Texas Tech,64,Win
18-11-2014,Texas Tech,64,LSU,69,Loss
18-11-2014,Wyoming,61,Western St CO,46,Win
18-11-2014,Western St CO,46,Wyoming,61,Loss
18-11-2014,Butler,70,Chattanooga,48,Win
18-11-2014,Chattanooga,48,Butler,70,Loss
18-11-2014,St Louis,69,Indiana St,56,Win
18-11-2014,Indiana St,56,St Louis,69,Loss
18-11-2014,Canisius,63,Lehigh,51,Win
18-11-2014,Lehigh,51,Canisius,63,Loss
18-11-2014,Rider,73,Penn,57,Win
18-11-2014,Penn,57,Rider,73,Loss
18-11-2014,VA Commonwealth,87,Toledo,78,Win
18-11-2014,Toledo,78,VA Commonwealth,87,Loss
18-11-2014,Cornell,58,Colgate,52,Win
18-11-2014,Colgate,52,Cornell,58,Loss
18-11-2014,Northeastern,76,Florida St,73,Win
18-11-2014,Florida St,73,Northeastern,76,Loss
18-11-2014,Georgia Tech,66,Alabama A&M,46,Win
18-11-2014,Alabama A&M,46,Georgia Tech,66,Loss
18-11-2014,C Michigan,75,Youngstown St,63,Win
18-11-2014,Youngstown St,63,C Michigan,75,Loss
18-11-2014,San Diego St,53,Utah,49,Win
18-11-2014,Utah,49,San Diego St,53,Loss
18-11-2014,Old Dominion,63,Richmond,57,Win
18-11-2014,Richmond,57,Old Dominion,63,Loss
18-11-2014,BYU,91,Ark Little Rock,62,Win
18-11-2014,Ark Little Rock,62,BYU,91,Loss
18-11-2014,Portland St,84,Willamette,63,Win
18-11-2014,Willamette,63,Portland St,84,Loss
18-11-2014,Wofford,86,Iona,73,Win
18-11-2014,Iona,73,Wofford,86,Loss
18-11-2014,Baylor,69,South Carolina,65,Win
18-11-2014,South Carolina,65,Baylor,69,Loss
18-11-2014,Massachusetts,77,Manhattan,68,Win
18-11-2014,Manhattan,68,Massachusetts,77,Loss
18-11-2014,Northern Iowa,79,SF Austin,77,Win
18-11-2014,SF Austin,77,Northern Iowa,79,Loss
18-11-2014,Marshall,87,WV Tech,65,Win
18-11-2014,WV Tech,65,Marshall,87,Loss
18-11-2014,Columbia,70,Wagner,56,Win
18-11-2014,Wagner,56,Columbia,70,Loss
18-11-2014,Davidson,86,Campbell,51,Win
18-11-2014,Campbell,51,Davidson,86,Loss
18-11-2014,E Kentucky,115,Kentucky Chr,35,Win
18-11-2014,Kentucky Chr,35,E Kentucky,115,Loss
18-11-2014,NC Central,123,College of Faith,65,Win
18-11-2014,College of Faith,65,NC Central,123,Loss
18-11-2014,William & Mary,56,Howard,49,Win
18-11-2014,Howard,49,William & Mary,56,Loss
18-11-2014,Georgia,80,Stony Brook,70,Win
18-11-2014,Stony Brook,70,Georgia,80,Loss
18-11-2014,VMI,124,Johnson TN,42,Win
18-11-2014,Johnson TN,42,VMI,124,Loss
18-11-2014,Georgetown,78,TAM C. Christi,62,Win
18-11-2014,TAM C. Christi,62,Georgetown,78,Loss
18-11-2014,Xavier,97,Long Beach St,74,Win
18-11-2014,Long Beach St,74,Xavier,97,Loss
18-11-2014,Virginia,75,S Carolina St,55,Win
18-11-2014,S Carolina St,55,Virginia,75,Loss
18-11-2014,Jackson St,66,Jacksonville,57,Win
18-11-2014,Jacksonville,57,Jackson St,66,Loss
18-11-2014,UNC Wilmington,84,UNC Greensboro,72,Win
18-11-2014,UNC Greensboro,72,UNC Wilmington,84,Loss
18-11-2014,ETSU,111,UVA-Wise,66,Win
18-11-2014,UVA-Wise,66,ETSU,111,Loss
18-11-2014,Florida Intl,53,Stetson,52,Win
18-11-2014,Stetson,52,Florida Intl,53,Loss
19-11-2014,Missouri St,87,Avila,39,Win
19-11-2014,Avila,39,Missouri St,87,Loss
19-11-2014,Texas St,65,Lamar,55,Win
19-11-2014,Lamar,55,Texas St,65,Loss
19-11-2014,Rice,68,Prairie View,64,Win
19-11-2014,Prairie View,64,Rice,68,Loss
19-11-2014,Tulsa,65,Abilene Chr,39,Win
19-11-2014,Abilene Chr,39,Tulsa,65,Loss
19-11-2014,Arkansas,83,Wake Forest,53,Win
19-11-2014,Wake Forest,53,Arkansas,83,Loss
19-11-2014,Valparaiso,91,IN S Bend,55,Win
19-11-2014,IN S Bend,55,Valparaiso,91,Loss
19-11-2014,Utah St,60,Santa Clara,54,Win
19-11-2014,Santa Clara,54,Utah St,60,Loss
19-11-2014,IUPUI,70,WI Milwaukee,68,Win
19-11-2014,WI Milwaukee,68,IUPUI,70,Loss
19-11-2014,Missouri,78,Oral Roberts,64,Win
19-11-2014,Oral Roberts,64,Missouri,78,Loss
19-11-2014,Robert Morris,68,Bradley,61,Win
19-11-2014,Bradley,61,Robert Morris,68,Loss
19-11-2014,Loyola MD,45,UMBC,38,Win
19-11-2014,UMBC,38,Loyola MD,45,Loss
19-11-2014,North Texas,62,Delaware St,55,Win
19-11-2014,Delaware St,55,North Texas,62,Loss
19-11-2014,Missouri KC,90,Missouri S&T,77,Win
19-11-2014,Missouri S&T,77,Missouri KC,90,Loss
19-11-2014,Samford,68,Austin Peay,67,Win
19-11-2014,Austin Peay,67,Samford,68,Loss
19-11-2014,Pepperdine,63,San Jose St,44,Win
19-11-2014,San Jose St,44,Pepperdine,63,Loss
19-11-2014,San Diego,72,Florida A&M,41,Win
19-11-2014,Florida A&M,41,San Diego,72,Loss
19-11-2014,San Francisco,86,Notre Dame CA,46,Win
19-11-2014,Notre Dame CA,46,San Francisco,86,Loss
19-11-2014,CS Sacramento,74,Simpson CA,42,Win
19-11-2014,Simpson CA,42,CS Sacramento,74,Loss
19-11-2014,Vermont,86,S Vermont,41,Win
19-11-2014,S Vermont,41,Vermont,86,Loss
19-11-2014,Hawaii,89,Hawaii Hilo,71,Win
19-11-2014,Hawaii Hilo,71,Hawaii,89,Loss
19-11-2014,Gonzaga,94,St Joseph's PA,42,Win
19-11-2014,St Joseph's PA,42,Gonzaga,94,Loss
19-11-2014,Wisconsin,84,WI Green Bay,60,Win
19-11-2014,WI Green Bay,60,Wisconsin,84,Loss
19-11-2014,Arizona,71,UC Irvine,54,Win
19-11-2014,UC Irvine,54,Arizona,71,Loss
19-11-2014,Air Force,70,Colorado Chr,47,Win
19-11-2014,Colorado Chr,47,Air Force,70,Loss
19-11-2014,New Mexico St,86,N Colorado,65,Win
19-11-2014,N Colorado,65,New Mexico St,86,Loss
19-11-2014,Seattle,98,NE Omaha,74,Win
19-11-2014,NE Omaha,74,Seattle,98,Loss
19-11-2014,CS Northridge,72,Montana St,65,Win
19-11-2014,Montana St,65,CS Northridge,72,Loss
19-11-2014,E Washington,95,Walla Walla,34,Win
19-11-2014,Walla Walla,34,E Washington,95,Loss
19-11-2014,Boston Univ,71,Norfolk St,63,Win
19-11-2014,Norfolk St,63,Boston Univ,71,Loss
19-11-2014,Army,74,St Francis NY,71,Win
19-11-2014,St Francis NY,71,Army,74,Loss
19-11-2014,Cincinnati,69,Morehead St,61,Win
19-11-2014,Morehead St,61,Cincinnati,69,Loss
19-11-2014,Lafayette,83,Princeton,66,Win
19-11-2014,Princeton,66,Lafayette,83,Loss
19-11-2014,Virginia Tech,73,Liberty,63,Win
19-11-2014,Liberty,63,Virginia Tech,73,Loss
19-11-2014,Notre Dame,104,Coppin St,67,Win
19-11-2014,Coppin St,67,Notre Dame,104,Loss
19-11-2014,FL Gulf Coast,79,Ohio,62,Win
19-11-2014,Ohio,62,FL Gulf Coast,79,Loss
19-11-2014,W Michigan,82,Oakland,71,Win
19-11-2014,Oakland,71,W Michigan,82,Loss
19-11-2014,Belmont,96,Trevecca Naz,76,Win
19-11-2014,Trevecca Naz,76,Belmont,96,Loss
19-11-2014,BYU,101,S Virginia,48,Win
19-11-2014,S Virginia,48,BYU,101,Loss
19-11-2014,Bowling Green,70,Wright St,55,Win
19-11-2014,Wright St,55,Bowling Green,70,Loss
19-11-2014,Evansville,69,Miami OH,50,Win
19-11-2014,Miami OH,50,Evansville,69,Loss
19-11-2014,Siena,73,St Bonaventure,70,Win
19-11-2014,St Bonaventure,70,Siena,73,Loss
19-11-2014,Citadel,71,Toccoa Falls,58,Win
19-11-2014,Toccoa Falls,58,Citadel,71,Loss
19-11-2014,Binghamton,82,Hartwick,51,Win
19-11-2014,Hartwick,51,Binghamton,82,Loss
19-11-2014,Albany NY,65,NJIT,48,Win
19-11-2014,NJIT,48,Albany NY,65,Loss
19-11-2014,Cleveland St,60,Jacksonville St,46,Win
19-11-2014,Jacksonville St,46,Cleveland St,60,Loss
19-11-2014,Holy Cross,80,Brown,65,Win
19-11-2014,Brown,65,Holy Cross,80,Loss
19-11-2014,Creighton,65,Oklahoma,63,Win
19-11-2014,Oklahoma,63,Creighton,65,Loss
19-11-2014,Rutgers,61,F Dickinson,44,Win
19-11-2014,F Dickinson,44,Rutgers,61,Loss
19-11-2014,St John's,66,Long Island,53,Win
19-11-2014,Long Island,53,St John's,66,Loss
19-11-2014,Furman,84,Appalachian St,65,Win
19-11-2014,Appalachian St,65,Furman,84,Loss
19-11-2014,Mercer,74,Kennesaw,66,Win
19-11-2014,Kennesaw,66,Mercer,74,Loss
19-11-2014,N Kentucky,68,NC A&T,55,Win
19-11-2014,NC A&T,55,N Kentucky,68,Loss
19-11-2014,James Madison,82,Longwood,60,Win
19-11-2014,Longwood,60,James Madison,82,Loss
19-11-2014,MD E Shore,53,Mt St Mary's,41,Win
19-11-2014,Mt St Mary's,41,MD E Shore,53,Loss
19-11-2014,Hartford,53,Dartmouth,48,Win
19-11-2014,Dartmouth,48,Hartford,53,Loss
19-11-2014,UNC Asheville,87,J&W NC,48,Win
19-11-2014,J&W NC,48,UNC Asheville,87,Loss
20-11-2014,Arizona St,68,Loy Marymount,44,Win
20-11-2014,Loy Marymount,44,Arizona St,68,Loss
20-11-2014,N Illinois,78,Idaho,67,Win
20-11-2014,Idaho,67,N Illinois,78,Loss
20-11-2014,Tulane,100,MS Valley St,61,Win
20-11-2014,MS Valley St,61,Tulane,100,Loss
20-11-2014,UT Arlington,66,Grand Canyon,64,Win
20-11-2014,Grand Canyon,64,UT Arlington,66,Loss
20-11-2014,Savannah St,59,Winthrop,58,Win
20-11-2014,Winthrop,58,Savannah St,59,Loss
20-11-2014,Vanderbilt,72,Lipscomb,62,Win
20-11-2014,Lipscomb,62,Vanderbilt,72,Loss
20-11-2014,Tennessee St,75,Fisk,60,Win
20-11-2014,Fisk,60,Tennessee St,75,Loss
20-11-2014,Mississippi,69,Southern Univ,38,Win
20-11-2014,Southern Univ,38,Mississippi,69,Loss
20-11-2014,Northwestern,69,North Florida,67,Win
20-11-2014,North Florida,67,Northwestern,69,Loss
20-11-2014,Villanova,72,Bucknell,65,Win
20-11-2014,Bucknell,65,Villanova,72,Loss
20-11-2014,Murray St,89,Brescia,56,Win
20-11-2014,Brescia,56,Murray St,89,Loss
20-11-2014,UC Davis,63,E Illinois,61,Win
20-11-2014,E Illinois,61,UC Davis,63,Loss
20-11-2014,Minnesota,109,Franklin Pierce,57,Win
20-11-2014,Franklin Pierce,57,Minnesota,109,Loss
20-11-2014,Alabama,81,Southern Miss,67,Win
20-11-2014,Southern Miss,67,Alabama,81,Loss
20-11-2014,Texas,71,Iowa,57,Win
20-11-2014,Iowa,57,Texas,71,Loss
20-11-2014,Charlotte,106,Penn St,97,Win
20-11-2014,Penn St,97,Charlotte,106,Loss
20-11-2014,Boston College,69,New Mexico,65,Win
20-11-2014,New Mexico,65,Boston College,69,Loss
20-11-2014,Northwestern LA,89,LSU-Alexandria,79,Win
20-11-2014,LSU-Alexandria,79,Northwestern LA,89,Loss
20-11-2014,William & Mary,100,Bluefield VA,57,Win
20-11-2014,Bluefield VA,57,William & Mary,100,Loss
20-11-2014,California,73,Syracuse,59,Win
20-11-2014,Syracuse,59,California,73,Loss
20-11-2014,Miami FL,66,Drexel,46,Win
20-11-2014,Drexel,46,Miami FL,66,Loss
20-11-2014,Pacific,81,Pacific Union,56,Win
20-11-2014,Pacific Union,56,Pacific,81,Loss
20-11-2014,St Mary's CA,78,Denver,62,Win
20-11-2014,Denver,62,St Mary's CA,78,Loss
20-11-2014,Northern Arizona,73,Fresno St,52,Win
20-11-2014,Fresno St,52,Northern Arizona,73,Loss
20-11-2014,Connecticut,65,Col Charleston,57,Win
20-11-2014,Col Charleston,57,Connecticut,65,Loss
20-11-2014,UCLA,107,Nicholls St,74,Win
20-11-2014,Nicholls St,74,UCLA,107,Loss
20-11-2014,San Diego St,51,CS Bakersfield,27,Win
20-11-2014,CS Bakersfield,27,San Diego St,51,Loss
20-11-2014,SC Upstate,107,Bob Jones,41,Win
20-11-2014,Bob Jones,41,SC Upstate,107,Loss
20-11-2014,NC State,79,Jacksonville,43,Win
20-11-2014,Jacksonville,43,NC State,79,Loss
20-11-2014,Providence,88,Navy,51,Win
20-11-2014,Navy,51,Providence,88,Loss
20-11-2014,Harvard,71,FL Atlantic,49,Win
20-11-2014,FL Atlantic,49,Harvard,71,Loss
20-11-2014,VA Commonwealth,106,MD E Shore,66,Win
20-11-2014,MD E Shore,66,VA Commonwealth,106,Loss
20-11-2014,Stetson,96,Palm Beach Atl,85,Win
20-11-2014,Palm Beach Atl,85,Stetson,96,Loss
20-11-2014,UCF,76,Eckerd,59,Win
20-11-2014,Eckerd,59,UCF,76,Loss
20-11-2014,Michigan,71,Detroit,62,Win
20-11-2014,Detroit,62,Michigan,71,Loss
20-11-2014,Akron,66,USC,46,Win
20-11-2014,USC,46,Akron,66,Loss
20-11-2014,Dayton,55,Texas A&M,53,Win
20-11-2014,Texas A&M,53,Dayton,55,Loss
20-11-2014,South Florida,73,UAB,71,Win
20-11-2014,UAB,71,South Florida,73,Loss
20-11-2014,East Carolina,92,VA-Lynchburg,51,Win
20-11-2014,VA-Lynchburg,51,East Carolina,92,Loss
20-11-2014,Niagara,61,St Peter's,59,Win
20-11-2014,St Peter's,59,Niagara,61,Loss
20-11-2014,Bryant,72,New Hampshire,63,Win
20-11-2014,New Hampshire,63,Bryant,72,Loss
20-11-2014,TN Martin,115,Champion Bap,29,Win
20-11-2014,Champion Bap,29,TN Martin,115,Loss
20-11-2014,South Carolina,69,Cornell,45,Win
20-11-2014,Cornell,45,South Carolina,69,Loss
20-11-2014,Maryland,66,Fordham,50,Win
20-11-2014,Fordham,50,Maryland,66,Loss
20-11-2014,Indiana,74,SMU,68,Win
20-11-2014,SMU,68,Indiana,74,Loss
20-11-2014,Northern Iowa,73,Morgan St,53,Win
20-11-2014,Morgan St,53,Northern Iowa,73,Loss
20-11-2014,TCU,86,New Orleans,71,Win
20-11-2014,New Orleans,71,TCU,86,Loss
20-11-2014,Radford,61,Howard,52,Win
20-11-2014,Howard,52,Radford,61,Loss
20-11-2014,Wagner,83,Old Westbury,49,Win
20-11-2014,Old Westbury,49,Wagner,83,Loss
20-11-2014,MA Lowell,57,Sacred Heart,54,Win
20-11-2014,Sacred Heart,54,MA Lowell,57,Loss
20-11-2014,Purdue,82,Grambling,30,Win
20-11-2014,Grambling,30,Purdue,82,Loss
20-11-2014,West Virginia,91,George Mason,65,Win
20-11-2014,George Mason,65,West Virginia,91,Loss
20-11-2014,St Francis PA,102,Keystone,69,Win
20-11-2014,Keystone,69,St Francis PA,102,Loss
20-11-2014,Tennessee,70,TX Southern,58,Win
20-11-2014,TX Southern,58,Tennessee,70,Loss
21-11-2014,Yale,70,IL Chicago,58,Win
21-11-2014,IL Chicago,58,Yale,70,Loss
21-11-2014,Towson,58,Central Conn,49,Win
21-11-2014,Central Conn,49,Towson,58,Loss
21-11-2014,Seton Hall,68,Nevada,60,Win
21-11-2014,Nevada,60,Seton Hall,68,Loss
21-11-2014,Hampton,82,Alcorn St,69,Win
21-11-2014,Alcorn St,69,Hampton,82,Loss
21-11-2014,Stanford,89,UNLV,60,Win
21-11-2014,UNLV,60,Stanford,89,Loss
21-11-2014,Georgia Tech,78,IPFW,69,Win
21-11-2014,IPFW,69,Georgia Tech,78,Loss
21-11-2014,Old Dominion,70,LSU,61,Win
21-11-2014,LSU,61,Old Dominion,70,Loss
21-11-2014,Gardner Webb,72,Clemson,70,Win
21-11-2014,Clemson,70,Gardner Webb,72,Loss
21-11-2014,American Univ,63,Presbyterian,38,Win
21-11-2014,Presbyterian,38,American Univ,63,Loss
21-11-2014,Arkansas,99,Delaware St,71,Win
21-11-2014,Delaware St,71,Arkansas,99,Loss
21-11-2014,Auburn,105,ULL,80,Win
21-11-2014,ULL,80,Auburn,105,Loss
21-11-2014,Washington,63,Seattle,48,Win
21-11-2014,Seattle,48,Washington,63,Loss
21-11-2014,Hawaii,74,Pittsburgh,70,Win
21-11-2014,Pittsburgh,70,Hawaii,74,Loss
21-11-2014,Long Beach St,69,Kansas St,60,Win
21-11-2014,Kansas St,60,Long Beach St,69,Loss
21-11-2014,Cal Poly SLO,78,Delaware,60,Win
21-11-2014,Delaware,60,Cal Poly SLO,78,Loss
21-11-2014,Charlotte,65,South Carolina,63,Win
21-11-2014,South Carolina,63,Charlotte,65,Loss
21-11-2014,West Virginia,70,Boston College,66,Win
21-11-2014,Boston College,66,West Virginia,70,Loss
21-11-2014,Miami FL,79,Akron,51,Win
21-11-2014,Akron,51,Miami FL,79,Loss
21-11-2014,New Mexico,69,George Mason,58,Win
21-11-2014,George Mason,58,New Mexico,69,Loss
21-11-2014,Texas,71,California,55,Win
21-11-2014,California,55,Texas,71,Loss
21-11-2014,Syracuse,66,Iowa,63,Win
21-11-2014,Iowa,63,Syracuse,66,Loss
21-11-2014,Penn St,72,Cornell,71,Win
21-11-2014,Cornell,71,Penn St,72,Loss
21-11-2014,USC,72,Drexel,70,Win
21-11-2014,Drexel,70,USC,72,Loss
21-11-2014,Duke,74,Temple,54,Win
21-11-2014,Temple,54,Duke,74,Loss
21-11-2014,Illinois St,73,Weber St,64,Win
