Date,Team,Team Score,Opponent,Opponent Score,Team Result
22-11-2013,Indiana St,80,Truman St,69,Win
22-11-2013,Truman St,69,Indiana St,80,Loss
22-11-2013,Northwestern,63,IUPUI,61,Win
22-11-2013,IUPUI,61,Northwestern,63,Loss
22-11-2013,SE Missouri St,109,Mid-Continent,64,Win
22-11-2013,Mid-Continent,64,SE Missouri St,109,Loss
22-11-2013,Kansas,88,Towson,58,Win
22-11-2013,Towson,58,Kansas,88,Loss
22-11-2013,Villanova,84,Delaware,80,Win
22-11-2013,Delaware,80,Villanova,84,Loss
22-11-2013,Tennessee,88,Tennessee St,67,Win
22-11-2013,Tennessee St,67,Tennessee,88,Loss
22-11-2013,Detroit,77,FL Atlantic,44,Win
22-11-2013,FL Atlantic,44,Detroit,77,Loss
22-11-2013,Oklahoma,86,Seton Hall,85,Win
22-11-2013,Seton Hall,85,Oklahoma,86,Loss
22-11-2013,Siena,71,Cornell,70,Win
22-11-2013,Cornell,70,Siena,71,Loss
22-11-2013,E Kentucky,95,Brescia,56,Win
22-11-2013,Brescia,56,E Kentucky,95,Loss
22-11-2013,NC Central,76,Appalachian St,70,Win
22-11-2013,Appalachian St,70,NC Central,76,Loss
22-11-2013,Brown,81,Longwood,69,Win
22-11-2013,Longwood,69,Brown,81,Loss
22-11-2013,Kent,79,SC Upstate,78,Win
22-11-2013,SC Upstate,78,Kent,79,Loss
23-11-2013,Kent,102,Niagara,97,Win
23-11-2013,Niagara,97,Kent,102,Loss
23-11-2013,Navy,73,UMBC,58,Win
23-11-2013,UMBC,58,Navy,73,Loss
23-11-2013,E Michigan,74,UT Arlington,69,Win
23-11-2013,UT Arlington,69,E Michigan,74,Loss
23-11-2013,Utah St,87,Mississippi St,68,Win
23-11-2013,Mississippi St,68,Utah St,87,Loss
23-11-2013,Bucknell,77,Albany NY,64,Win
23-11-2013,Albany NY,64,Bucknell,77,Loss
23-11-2013,Auburn,75,Murray St,67,Win
23-11-2013,Murray St,67,Auburn,75,Loss
23-11-2013,W Kentucky,67,Samford,64,Win
23-11-2013,Samford,64,W Kentucky,67,Loss
23-11-2013,Belmont,81,Holy Cross,70,Win
23-11-2013,Holy Cross,70,Belmont,81,Loss
23-11-2013,FL Gulf Coast,79,Ave Maria,56,Win
23-11-2013,Ave Maria,56,FL Gulf Coast,79,Loss
23-11-2013,Columbia,65,Idaho,60,Win
23-11-2013,Idaho,60,Columbia,65,Loss
23-11-2013,Abilene Chr,78,N New Mexico,56,Win
23-11-2013,N New Mexico,56,Abilene Chr,78,Loss
23-11-2013,E Washington,102,Long Island,70,Win
23-11-2013,Long Island,70,E Washington,102,Loss
23-11-2013,Hofstra,81,Hartford,78,Win
23-11-2013,Hartford,78,Hofstra,81,Loss
23-11-2013,SC Upstate,72,W Carolina,58,Win
23-11-2013,W Carolina,58,SC Upstate,72,Loss
23-11-2013,Toledo,80,Detroit,78,Win
23-11-2013,Detroit,78,Toledo,80,Loss
23-11-2013,St Peter's,67,F Dickinson,63,Win
23-11-2013,F Dickinson,63,St Peter's,67,Loss
23-11-2013,Marshall,96,UNC Wilmington,78,Win
23-11-2013,UNC Wilmington,78,Marshall,96,Loss
23-11-2013,ULL,84,Oakland,75,Win
23-11-2013,Oakland,75,ULL,84,Loss
23-11-2013,UC Davis,64,Loyola-Chicago,61,Win
23-11-2013,Loyola-Chicago,61,UC Davis,64,Loss
23-11-2013,S Carolina St,88,Voorhees,74,Win
23-11-2013,Voorhees,74,S Carolina St,88,Loss
23-11-2013,Rider,89,Central Conn,73,Win
23-11-2013,Central Conn,73,Rider,89,Loss
23-11-2013,C Michigan,90,CS Northridge,76,Win
23-11-2013,CS Northridge,76,C Michigan,90,Loss
23-11-2013,Evansville,91,Anderson IN,68,Win
23-11-2013,Anderson IN,68,Evansville,91,Loss
23-11-2013,Austin Peay,78,Montana St,72,Win
23-11-2013,Montana St,72,Austin Peay,78,Loss
23-11-2013,Pacific,86,Fresno St,77,Win
23-11-2013,Fresno St,77,Pacific,86,Loss
23-11-2013,South Alabama,74,Wright St,70,Win
23-11-2013,Wright St,70,South Alabama,74,Loss
23-11-2013,Seton Hall,68,Virginia Tech,67,Win
23-11-2013,Virginia Tech,67,Seton Hall,68,Loss
23-11-2013,Michigan St,87,Oklahoma,76,Win
23-11-2013,Oklahoma,76,Michigan St,87,Loss
23-11-2013,Vanderbilt,75,Morgan St,66,Win
23-11-2013,Morgan St,66,Vanderbilt,75,Loss
23-11-2013,Cal Poly SLO,78,Bethesda,39,Win
23-11-2013,Bethesda,39,Cal Poly SLO,78,Loss
23-11-2013,Loy Marymount,76,Marist,70,Win
23-11-2013,Marist,70,Loy Marymount,76,Loss
23-11-2013,Wisconsin,76,Oral Roberts,67,Win
23-11-2013,Oral Roberts,67,Wisconsin,76,Loss
23-11-2013,Boston Univ,74,UC Irvine,68,Win
23-11-2013,UC Irvine,68,Boston Univ,74,Loss
23-11-2013,WI Green Bay,92,MN Duluth,57,Win
23-11-2013,MN Duluth,57,WI Green Bay,92,Loss
23-11-2013,E Illinois,89,Roosevelt,67,Win
23-11-2013,Roosevelt,67,E Illinois,89,Loss
23-11-2013,Pepperdine,58,Utah Valley,53,Win
23-11-2013,Utah Valley,53,Pepperdine,58,Loss
23-11-2013,North Texas,77,Portland,72,Win
23-11-2013,Portland,72,North Texas,77,Loss
23-11-2013,CS Bakersfield,71,Idaho St,69,Win
23-11-2013,Idaho St,69,CS Bakersfield,71,Loss
23-11-2013,UC Riverside,74,Southern Utah,59,Win
23-11-2013,Southern Utah,59,UC Riverside,74,Loss
23-11-2013,Portland St,77,Edwardsville,74,Win
23-11-2013,Edwardsville,74,Portland St,77,Loss
23-11-2013,New Mexico St,77,UTEP,68,Win
23-11-2013,UTEP,68,New Mexico St,77,Loss
23-11-2013,Boise St,100,New Orleans,80,Win
23-11-2013,New Orleans,80,Boise St,100,Loss
23-11-2013,WI Milwaukee,70,Tennessee Tech,63,Win
23-11-2013,Tennessee Tech,63,WI Milwaukee,70,Loss
23-11-2013,Memphis,98,Nicholls St,59,Win
23-11-2013,Nicholls St,59,Memphis,98,Loss
23-11-2013,St Louis,74,Bowling Green,47,Win
23-11-2013,Bowling Green,47,St Louis,74,Loss
23-11-2013,Missouri,72,Gardner Webb,63,Win
23-11-2013,Gardner Webb,63,Missouri,72,Loss
23-11-2013,Utah,71,Savannah St,57,Win
23-11-2013,Savannah St,57,Utah,71,Loss
23-11-2013,Iona,89,George Mason,73,Win
23-11-2013,George Mason,73,Iona,89,Loss
23-11-2013,Rhode Island,79,MA Lowell,68,Win
23-11-2013,MA Lowell,68,Rhode Island,79,Loss
23-11-2013,N Kentucky,91,Tulane,86,Win
23-11-2013,Tulane,86,N Kentucky,91,Loss
23-11-2013,William & Mary,72,Rutgers,62,Win
23-11-2013,Rutgers,62,William & Mary,72,Loss
23-11-2013,Col Charleston,89,Furman,55,Win
23-11-2013,Furman,55,Col Charleston,89,Loss
23-11-2013,North Carolina,82,Richmond,72,Win
23-11-2013,Richmond,72,North Carolina,82,Loss
23-11-2013,Ohio,85,Heidelberg,57,Win
23-11-2013,Heidelberg,57,Ohio,85,Loss
23-11-2013,Youngstown St,108,Westminster PA,57,Win
23-11-2013,Westminster PA,57,Youngstown St,108,Loss
23-11-2013,Wilmington OH,65,Miami OH,63,Win
23-11-2013,Miami OH,63,Wilmington OH,65,Loss
23-11-2013,Sacred Heart,85,Fordham,73,Win
23-11-2013,Fordham,73,Sacred Heart,85,Loss
23-11-2013,Mercer,81,Yale,54,Win
23-11-2013,Yale,54,Mercer,81,Loss
23-11-2013,Old Dominion,86,Ga Southern,69,Win
23-11-2013,Ga Southern,69,Old Dominion,86,Loss
23-11-2013,Virginia,75,Liberty,53,Win
23-11-2013,Liberty,53,Virginia,75,Loss
23-11-2013,West Virginia,88,Presbyterian,55,Win
23-11-2013,Presbyterian,55,West Virginia,88,Loss
23-11-2013,Butler,59,Ball St,58,Win
23-11-2013,Ball St,58,Butler,59,Loss
23-11-2013,San Jose St,81,CS Fullerton,59,Win
23-11-2013,CS Fullerton,59,San Jose St,81,Loss
23-11-2013,Mt St Mary's,68,American Univ,64,Win
23-11-2013,American Univ,64,Mt St Mary's,68,Loss
23-11-2013,Valparaiso,81,James Madison,49,Win
23-11-2013,James Madison,49,Valparaiso,81,Loss
23-11-2013,Stony Brook,67,FL Atlantic,61,Win
23-11-2013,FL Atlantic,61,Stony Brook,67,Loss
23-11-2013,UT San Antonio,87,TAM C. Christi,76,Win
23-11-2013,TAM C. Christi,76,UT San Antonio,87,Loss
23-11-2013,Winthrop,96,VA Intermont,62,Win
23-11-2013,VA Intermont,62,Winthrop,96,Loss
23-11-2013,Creighton,82,Tulsa,72,Win
23-11-2013,Tulsa,72,Creighton,82,Loss
23-11-2013,Southern Miss,67,Houston Bap,62,Win
23-11-2013,Houston Bap,62,Southern Miss,67,Loss
23-11-2013,Coastal Car,70,St Francis NY,59,Win
23-11-2013,St Francis NY,59,Coastal Car,70,Loss
23-11-2013,ETSU,66,SF Austin,58,Win
23-11-2013,SF Austin,58,ETSU,66,Loss
23-11-2013,Louisville,71,Fairfield,57,Win
23-11-2013,Fairfield,57,Louisville,71,Loss
23-11-2013,Grand Canyon,78,Lamar,69,Win
23-11-2013,Lamar,69,Grand Canyon,78,Loss
23-11-2013,Drake,88,NE Omaha,80,Win
23-11-2013,NE Omaha,80,Drake,88,Loss
23-11-2013,Radford,69,Binghamton,63,Win
23-11-2013,Binghamton,63,Radford,69,Loss
23-11-2013,Colgate,81,St Francis PA,64,Win
23-11-2013,St Francis PA,64,Colgate,81,Loss
23-11-2013,Jacksonville,76,Florida A&M,72,Win
23-11-2013,Florida A&M,72,Jacksonville,76,Loss
23-11-2013,Cleveland St,87,Robert Morris,74,Win
23-11-2013,Robert Morris,74,Cleveland St,87,Loss
23-11-2013,Princeton,70,Rice,56,Win
23-11-2013,Rice,56,Princeton,70,Loss
23-11-2013,Northern Arizona,83,San Diego Chr,59,Win
23-11-2013,San Diego Chr,59,Northern Arizona,83,Loss
23-11-2013,NJIT,91,Lafayette,88,Win
23-11-2013,Lafayette,88,NJIT,91,Loss
24-11-2013,New Mexico,79,Davidson,58,Win
24-11-2013,Davidson,58,New Mexico,79,Loss
24-11-2013,Kansas St,52,Long Beach St,38,Win
24-11-2013,Long Beach St,38,Kansas St,52,Loss
24-11-2013,St Francis NY,68,Oakland,62,Win
24-11-2013,Oakland,62,St Francis NY,68,Loss
24-11-2013,Georgetown,84,VA Commonwealth,80,Win
24-11-2013,VA Commonwealth,80,Georgetown,84,Loss
24-11-2013,North Carolina,93,Louisville,84,Win
24-11-2013,Louisville,84,North Carolina,93,Loss
24-11-2013,South Alabama,79,Houston Bap,59,Win
24-11-2013,Houston Bap,59,South Alabama,79,Loss
24-11-2013,UC Irvine,81,E Washington,58,Win
24-11-2013,E Washington,58,UC Irvine,81,Loss
24-11-2013,Duke,91,Vermont,90,Win
24-11-2013,Vermont,90,Duke,91,Loss
24-11-2013,Oregon,100,San Francisco,82,Win
24-11-2013,San Francisco,82,Oregon,100,Loss
24-11-2013,Richmond,68,Fairfield,47,Win
24-11-2013,Fairfield,47,Richmond,68,Loss
24-11-2013,UCLA,106,Chattanooga,65,Win
24-11-2013,Chattanooga,65,UCLA,106,Loss
24-11-2013,Belmont,85,Hofstra,75,Win
24-11-2013,Hofstra,75,Belmont,85,Loss
24-11-2013,Maryland,80,Northern Iowa,66,Win
24-11-2013,Northern Iowa,66,Maryland,80,Loss
24-11-2013,Massachusetts,62,Clemson,56,Win
24-11-2013,Clemson,56,Massachusetts,62,Loss
24-11-2013,N Illinois,111,St Joseph's IN,61,Win
24-11-2013,St Joseph's IN,61,N Illinois,111,Loss
24-11-2013,Providence,71,La Salle,63,Win
24-11-2013,La Salle,63,Providence,71,Loss
24-11-2013,Charlotte,63,Michigan,61,Win
24-11-2013,Michigan,61,Charlotte,63,Loss
24-11-2013,Nebraska,73,Georgia,65,Win
24-11-2013,Georgia,65,Nebraska,73,Loss
24-11-2013,ULL,73,Coastal Car,69,Win
24-11-2013,Coastal Car,69,ULL,73,Loss
24-11-2013,Florida St,62,Northeastern,60,Win
24-11-2013,Northeastern,60,Florida St,62,Loss
24-11-2013,Temple,87,UAB,66,Win
24-11-2013,UAB,66,Temple,87,Loss
24-11-2013,Holy Cross,80,Hartford,55,Win
24-11-2013,Hartford,55,Holy Cross,80,Loss
24-11-2013,Portland St,79,UC Davis,63,Win
24-11-2013,UC Davis,63,Portland St,79,Loss
24-11-2013,IPFW,76,Kennesaw,66,Win
24-11-2013,Kennesaw,66,IPFW,76,Loss
24-11-2013,Notre Dame,93,Army,60,Win
24-11-2013,Army,60,Notre Dame,93,Loss
24-11-2013,SMU,87,Ark Pine Bluff,61,Win
24-11-2013,Ark Pine Bluff,61,SMU,87,Loss
24-11-2013,Loyola-Chicago,73,Edwardsville,72,Win
24-11-2013,Edwardsville,72,Loyola-Chicago,73,Loss
24-11-2013,Morehead St,63,Nevada,58,Win
24-11-2013,Nevada,58,Morehead St,63,Loss
24-11-2013,Toledo,94,FL Atlantic,74,Win
24-11-2013,FL Atlantic,74,Toledo,94,Loss
24-11-2013,Penn St,93,Longwood,67,Win
24-11-2013,Longwood,67,Penn St,93,Loss
24-11-2013,Georgia Tech,78,NC A&T,71,Win
24-11-2013,NC A&T,71,Georgia Tech,78,Loss
24-11-2013,Purdue,81,Siena,73,Win
24-11-2013,Siena,73,Purdue,81,Loss
24-11-2013,Bryant,60,New Hampshire,55,Win
24-11-2013,New Hampshire,55,Bryant,60,Loss
24-11-2013,South Carolina,84,Florida Intl,72,Win
24-11-2013,Florida Intl,72,South Carolina,84,Loss
24-11-2013,Boston Univ,72,Long Island,57,Win
24-11-2013,Long Island,57,Boston Univ,72,Loss
24-11-2013,Colorado,70,Harvard,62,Win
24-11-2013,Harvard,62,Colorado,70,Loss
24-11-2013,High Point,66,Wofford,56,Win
24-11-2013,Wofford,56,High Point,66,Loss
24-11-2013,TCU,64,Washington St,62,Win
24-11-2013,Washington St,62,TCU,64,Loss
24-11-2013,North Dakota,95,N Dakota St,77,Win
24-11-2013,N Dakota St,77,North Dakota,95,Loss
24-11-2013,Stony Brook,104,Detroit,102,Win
24-11-2013,Detroit,102,Stony Brook,104,Loss
24-11-2013,St Mary's CA,72,Alcorn St,55,Win
24-11-2013,Alcorn St,55,St Mary's CA,72,Loss
24-11-2013,Southern Miss,99,Wm Carey,54,Win
24-11-2013,Wm Carey,54,Southern Miss,99,Loss
24-11-2013,Arkansas St,99,Cent Arkansas,56,Win
24-11-2013,Cent Arkansas,56,Arkansas St,99,Loss
24-11-2013,Texas A&M,79,Sam Houston St,62,Win
24-11-2013,Sam Houston St,62,Texas A&M,79,Loss
24-11-2013,Missouri St,81,Hampton,67,Win
24-11-2013,Hampton,67,Missouri St,81,Loss
25-11-2013,New Mexico St,79,Bethune-Cookman,56,Win
25-11-2013,Bethune-Cookman,56,New Mexico St,79,Loss
25-11-2013,Colorado St,95,Prairie View,68,Win
25-11-2013,Prairie View,68,Colorado St,95,Loss
25-11-2013,Arizona St,79,Marquette,77,Win
25-11-2013,Marquette,77,Arizona St,79,Loss
25-11-2013,Seattle,69,UC Riverside,68,Win
25-11-2013,UC Riverside,68,Seattle,69,Loss
25-11-2013,Stanford,86,Houston,76,Win
25-11-2013,Houston,76,Stanford,86,Loss
25-11-2013,Baylor,93,Chaminade,77,Win
25-11-2013,Chaminade,77,Baylor,93,Loss
25-11-2013,Iowa St,110,Missouri KC,51,Win
25-11-2013,Missouri KC,51,Iowa St,110,Loss
25-11-2013,Pittsburgh,76,Texas Tech,53,Win
25-11-2013,Texas Tech,53,Pittsburgh,76,Loss
25-11-2013,NE Omaha,83,S Carolina St,67,Win
25-11-2013,S Carolina St,67,NE Omaha,83,Loss
25-11-2013,Lipscomb,95,TN Martin,84,Win
25-11-2013,TN Martin,84,Lipscomb,95,Loss
25-11-2013,Southern Univ,76,Blue Mtn,59,Win
25-11-2013,Blue Mtn,59,Southern Univ,76,Loss
25-11-2013,Northwestern,72,Gardner Webb,59,Win
25-11-2013,Gardner Webb,59,Northwestern,72,Loss
25-11-2013,Rhode Island,73,UNC Asheville,56,Win
25-11-2013,UNC Asheville,56,Rhode Island,73,Loss
25-11-2013,Canisius,79,Georgia St,71,Win
25-11-2013,Georgia St,71,Canisius,79,Loss
25-11-2013,East Carolina,91,McNeese St,62,Win
25-11-2013,McNeese St,62,East Carolina,91,Loss
25-11-2013,Maryland,56,Providence,52,Win
25-11-2013,Providence,52,Maryland,56,Loss
25-11-2013,Northern Iowa,65,La Salle,50,Win
25-11-2013,La Salle,50,Northern Iowa,65,Loss
25-11-2013,Metro St,75,Elon,74,Win
25-11-2013,Elon,74,Metro St,75,Loss
25-11-2013,Vanderbilt,77,Loy Marymount,68,Win
25-11-2013,Loy Marymount,68,Vanderbilt,77,Loss
25-11-2013,SC Upstate,94,B Jones,67,Win
25-11-2013,B Jones,67,SC Upstate,94,Loss
25-11-2013,Dayton,84,Gonzaga,79,Win
25-11-2013,Gonzaga,79,Dayton,84,Loss
25-11-2013,Morgan St,74,Marist,67,Win
25-11-2013,Marist,67,Morgan St,74,Loss
25-11-2013,Rutgers,116,Stillman,89,Win
25-11-2013,Stillman,89,Rutgers,116,Loss
25-11-2013,Norfolk St,70,F Dickinson,62,Win
25-11-2013,F Dickinson,62,Norfolk St,70,Loss
25-11-2013,Lehigh,67,TX Southern,63,Win
25-11-2013,TX Southern,63,Lehigh,67,Loss
25-11-2013,Jacksonville St,76,Alabama A&M,69,Win
25-11-2013,Alabama A&M,69,Jacksonville St,76,Loss
25-11-2013,South Dakota,57,Texas St,56,Win
25-11-2013,Texas St,56,South Dakota,57,Loss
25-11-2013,California,85,Arkansas,77,Win
25-11-2013,Arkansas,77,California,85,Loss
25-11-2013,Wichita St,90,DePaul,72,Win
25-11-2013,DePaul,72,Wichita St,90,Loss
25-11-2013,S Dakota St,77,Howard,65,Win
25-11-2013,Howard,65,S Dakota St,77,Loss
25-11-2013,IL Chicago,74,San Diego,70,Win
25-11-2013,San Diego,70,IL Chicago,74,Loss
25-11-2013,St Bonaventure,83,S Illinois,71,Win
25-11-2013,S Illinois,71,St Bonaventure,83,Loss
25-11-2013,Wagner,81,Stetson,64,Win
25-11-2013,Stetson,64,Wagner,81,Loss
25-11-2013,Louisiana Tech,99,UNC Greensboro,62,Win
25-11-2013,UNC Greensboro,62,Louisiana Tech,99,Loss
25-11-2013,Delaware,80,Delaware St,70,Win
25-11-2013,Delaware St,70,Delaware,80,Loss
25-11-2013,Kentucky,68,Cleveland St,61,Win
25-11-2013,Cleveland St,61,Kentucky,68,Loss
25-11-2013,Xavier,93,Abilene Chr,65,Win
25-11-2013,Abilene Chr,65,Xavier,93,Loss
25-11-2013,Quinnipiac,102,Maine,61,Win
25-11-2013,Maine,61,Quinnipiac,102,Loss
25-11-2013,Florida,86,Jacksonville,60,Win
25-11-2013,Jacksonville,60,Florida,86,Loss
25-11-2013,Coppin St,96,Ohio Valley,79,Win
25-11-2013,Ohio Valley,79,Coppin St,96,Loss
25-11-2013,BYU,86,Texas,82,Win
25-11-2013,Texas,82,BYU,86,Loss
25-11-2013,Citadel,109,Montreat And,64,Win
25-11-2013,Montreat And,64,Citadel,109,Loss
25-11-2013,Oklahoma St,93,South Florida,67,Win
25-11-2013,South Florida,67,Oklahoma St,93,Loss
25-11-2013,Syracuse,75,Minnesota,67,Win
25-11-2013,Minnesota,67,Syracuse,75,Loss
25-11-2013,Fresno St,92,San Diego Chr,59,Win
25-11-2013,San Diego Chr,59,Fresno St,92,Loss
25-11-2013,Ohio St,65,Wyoming,50,Win
25-11-2013,Wyoming,50,Ohio St,65,Loss
25-11-2013,Radford,86,Cornell,71,Win
25-11-2013,Cornell,71,Radford,86,Loss
25-11-2013,Missouri,78,IUPUI,64,Win
25-11-2013,IUPUI,64,Missouri,78,Loss
26-11-2013,CS Sacramento,73,UC Davis,67,Win
26-11-2013,UC Davis,67,CS Sacramento,73,Loss
26-11-2013,Illinois,61,UNLV,59,Win
26-11-2013,UNLV,59,Illinois,61,Loss
26-11-2013,Washington,83,Montana,79,Win
26-11-2013,Montana,79,Washington,83,Loss
26-11-2013,Utah St,77,Weber St,71,Win
26-11-2013,Weber St,71,Utah St,77,Loss
26-11-2013,Oregon St,101,Edwardsville,81,Win
26-11-2013,Edwardsville,81,Oregon St,101,Loss
26-11-2013,Kennesaw,73,Truett-McConnell,54,Win
26-11-2013,Truett-McConnell,54,Kennesaw,73,Loss
26-11-2013,Syracuse,92,California,81,Win
26-11-2013,California,81,Syracuse,92,Loss
26-11-2013,W Carolina,78,Limestone,69,Win
26-11-2013,Limestone,69,W Carolina,78,Loss
26-11-2013,Montana St,77,CS Northridge,62,Win
26-11-2013,CS Northridge,62,Montana St,77,Loss
26-11-2013,SE Louisiana,62,W Illinois,52,Win
26-11-2013,W Illinois,52,SE Louisiana,62,Loss
26-11-2013,Cent Arkansas,60,Troy,53,Win
26-11-2013,Troy,53,Cent Arkansas,60,Loss
26-11-2013,SMU,72,Sam Houston St,53,Win
26-11-2013,Sam Houston St,53,SMU,72,Loss
26-11-2013,North Texas,84,Incarnate Word,67,Win
26-11-2013,Incarnate Word,67,North Texas,84,Loss
26-11-2013,WI Milwaukee,89,Judson IL,56,Win
26-11-2013,Judson IL,56,WI Milwaukee,89,Loss
26-11-2013,SF Austin,98,Samford,78,Win
26-11-2013,Samford,78,SF Austin,98,Loss
26-11-2013,Missouri St,54,Liberty,52,Win
26-11-2013,Liberty,52,Missouri St,54,Loss
26-11-2013,Middle Tenn St,80,Murray St,62,Win
26-11-2013,Murray St,62,Middle Tenn St,80,Loss
26-11-2013,Colgate,98,Tulane,86,Win
26-11-2013,Tulane,86,Colgate,98,Loss
26-11-2013,Valparaiso,85,UCF,70,Win
26-11-2013,UCF,70,Valparaiso,85,Loss
26-11-2013,Gonzaga,113,Chaminade,81,Win
26-11-2013,Chaminade,81,Gonzaga,113,Loss
26-11-2013,Rhode Island,76,McNeese St,71,Win
26-11-2013,McNeese St,71,Rhode Island,76,Loss
26-11-2013,Elon,90,Georgia St,85,Win
26-11-2013,Georgia St,85,Elon,90,Loss
26-11-2013,Texas Tech,76,Houston,64,Win
26-11-2013,Houston,64,Texas Tech,76,Loss
26-11-2013,F Dickinson,73,Rutgers,72,Win
26-11-2013,Rutgers,72,F Dickinson,73,Loss
26-11-2013,Texas,77,DePaul,59,Win
26-11-2013,DePaul,59,Texas,77,Loss
26-11-2013,Pittsburgh,88,Stanford,67,Win
26-11-2013,Stanford,67,Pittsburgh,88,Loss
26-11-2013,Charleston So,105,Trinity Bap,58,Win
26-11-2013,Trinity Bap,58,Charleston So,105,Loss
26-11-2013,St Bonaventure,70,Wagner,67,Win
26-11-2013,Wagner,67,St Bonaventure,70,Loss
26-11-2013,S Dakota St,74,Lehigh,61,Win
26-11-2013,Lehigh,61,S Dakota St,74,Loss
26-11-2013,TX Southern,63,Howard,54,Win
26-11-2013,Howard,54,TX Southern,63,Loss
26-11-2013,San Diego,83,UNC Greensboro,71,Win
26-11-2013,UNC Greensboro,71,San Diego,83,Loss
26-11-2013,Arkansas,87,Minnesota,73,Win
26-11-2013,Minnesota,73,Arkansas,87,Loss
26-11-2013,Wichita St,75,BYU,62,Win
26-11-2013,BYU,62,Wichita St,75,Loss
26-11-2013,Baylor,67,Dayton,66,Win
26-11-2013,Dayton,66,Baylor,67,Loss
26-11-2013,S Illinois,67,Stetson,48,Win
26-11-2013,Stetson,48,S Illinois,67,Loss
26-11-2013,Metro St,83,Canisius,69,Win
26-11-2013,Canisius,69,Metro St,83,Loss
26-11-2013,Louisiana Tech,103,IL Chicago,78,Win
26-11-2013,IL Chicago,78,Louisiana Tech,103,Loss
26-11-2013,Norfolk St,105,Stillman,83,Win
26-11-2013,Stillman,83,Norfolk St,105,Loss
26-11-2013,East Carolina,81,UNC Asheville,70,Win
26-11-2013,UNC Asheville,70,East Carolina,81,Loss
26-11-2013,Texas A&M,88,Ark Pine Bluff,55,Win
26-11-2013,Ark Pine Bluff,55,Texas A&M,88,Loss
26-11-2013,Bowling Green,67,Presbyterian,45,Win
26-11-2013,Presbyterian,45,Bowling Green,67,Loss
26-11-2013,Wisconsin,63,St Louis,57,Win
26-11-2013,St Louis,57,Wisconsin,63,Loss
26-11-2013,St John's,65,Longwood,47,Win
26-11-2013,Longwood,47,St John's,65,Loss
26-11-2013,Central Conn,74,NJIT,71,Win
26-11-2013,NJIT,71,Central Conn,74,Loss
26-11-2013,Oral Roberts,67,Ga Southern,65,Win
26-11-2013,Ga Southern,65,Oral Roberts,67,Loss
26-11-2013,Ark Little Rock,90,S Arkansas,58,Win
26-11-2013,S Arkansas,58,Ark Little Rock,90,Loss
26-11-2013,Belmont,102,Brescia,68,Win
26-11-2013,Brescia,68,Belmont,102,Loss
26-11-2013,West Virginia,78,Old Dominion,60,Win
26-11-2013,Old Dominion,60,West Virginia,78,Loss
26-11-2013,C Michigan,68,TAM C. Christi,64,Win
26-11-2013,TAM C. Christi,64,C Michigan,68,Loss
26-11-2013,Albany NY,70,Rider,59,Win
26-11-2013,Rider,59,Albany NY,70,Loss
26-11-2013,NC State,82,FL Gulf Coast,62,Win
26-11-2013,FL Gulf Coast,62,NC State,82,Loss
26-11-2013,Ohio,76,Mercer,67,Win
26-11-2013,Mercer,67,Ohio,76,Loss
26-11-2013,Georgia Tech,76,MS Valley St,59,Win
26-11-2013,MS Valley St,59,Georgia Tech,76,Loss
26-11-2013,Boston College,75,Sacred Heart,67,Win
26-11-2013,Sacred Heart,67,Boston College,75,Loss
26-11-2013,Penn St,84,Monmouth NJ,52,Win
26-11-2013,Monmouth NJ,52,Penn St,84,Loss
26-11-2013,Marshall,74,W Kentucky,64,Win
26-11-2013,W Kentucky,64,Marshall,74,Loss
26-11-2013,Cincinnati,79,MA Lowell,49,Win
26-11-2013,MA Lowell,49,Cincinnati,79,Loss
26-11-2013,Penn,85,Niagara,66,Win
26-11-2013,Niagara,66,Penn,85,Loss
26-11-2013,Virginia,69,Hampton,40,Win
26-11-2013,Hampton,40,Virginia,69,Loss
26-11-2013,Nicholls St,79,UT San Antonio,73,Win
26-11-2013,UT San Antonio,73,Nicholls St,79,Loss
26-11-2013,North Florida,65,Savannah St,61,Win
26-11-2013,Savannah St,61,North Florida,65,Loss
26-11-2013,St Peter's,70,Binghamton,57,Win
26-11-2013,Binghamton,57,St Peter's,70,Loss
26-11-2013,Navy,67,MD E Shore,59,Win
26-11-2013,MD E Shore,59,Navy,67,Loss
26-11-2013,NC Central,101,Barber-Scotia,46,Win
26-11-2013,Barber-Scotia,46,NC Central,101,Loss
26-11-2013,W Michigan,99,Oakland,88,Win
26-11-2013,Oakland,88,W Michigan,99,Loss
26-11-2013,Indiana,77,Evansville,46,Win
26-11-2013,Evansville,46,Indiana,77,Loss
26-11-2013,Princeton,71,George Mason,66,Win
26-11-2013,George Mason,66,Princeton,71,Loss
26-11-2013,Towson,75,UMBC,60,Win
26-11-2013,UMBC,60,Towson,75,Loss
26-11-2013,Auburn,78,Tennessee St,73,Win
26-11-2013,Tennessee St,73,Auburn,78,Loss
26-11-2013,Fordham,79,Manhattan,75,Win
26-11-2013,Manhattan,75,Fordham,79,Loss
26-11-2013,Connecticut,76,Loyola MD,66,Win
26-11-2013,Loyola MD,66,Connecticut,76,Loss
26-11-2013,Mt St Mary's,69,Bucknell,64,Win
26-11-2013,Bucknell,64,Mt St Mary's,69,Loss
26-11-2013,Tennessee Tech,98,ETSU,83,Win
26-11-2013,ETSU,83,Tennessee Tech,98,Loss
26-11-2013,Mississippi,84,NC A&T,50,Win
