Date,Team,Team Score,Opponent,Opponent Score,Team Result
17-11-2013,West Alabama,46,UTEP,67,Loss
17-11-2013,Pacific,66,W Illinois,52,Win
17-11-2013,W Illinois,52,Pacific,66,Loss
17-11-2013,Oregon St,90,Maryland,83,Win
17-11-2013,Maryland,83,Oregon St,90,Loss
17-11-2013,Kentucky,87,Robert Morris,49,Win
17-11-2013,Robert Morris,49,Kentucky,87,Loss
17-11-2013,Illinois,81,Bradley,55,Win
17-11-2013,Bradley,55,Illinois,81,Loss
17-11-2013,West Virginia,96,Duquesne,83,Win
17-11-2013,Duquesne,83,West Virginia,96,Loss
17-11-2013,Clemson,71,South Carolina,57,Win
17-11-2013,South Carolina,57,Clemson,71,Loss
17-11-2013,Delaware,90,Hampton,79,Win
17-11-2013,Hampton,79,Delaware,90,Loss
17-11-2013,Baylor,87,ULL,68,Win
17-11-2013,ULL,68,Baylor,87,Loss
17-11-2013,Morehead St,102,Marshall,94,Win
17-11-2013,Marshall,94,Morehead St,102,Loss
17-11-2013,Pittsburgh,84,Howard,52,Win
17-11-2013,Howard,52,Pittsburgh,84,Loss
17-11-2013,Florida St,89,TN Martin,61,Win
17-11-2013,TN Martin,61,Florida St,89,Loss
17-11-2013,Connecticut,77,Boston Univ,60,Win
17-11-2013,Boston Univ,60,Connecticut,77,Loss
17-11-2013,Indiana St,83,Notre Dame,70,Win
17-11-2013,Notre Dame,70,Indiana St,83,Loss
17-11-2013,Ohio,76,Valparaiso,72,Win
17-11-2013,Valparaiso,72,Ohio,76,Loss
17-11-2013,Massachusetts,85,Youngstown St,69,Win
17-11-2013,Youngstown St,69,Massachusetts,85,Loss
17-11-2013,UMBC,90,Mt St Mary's,84,Win
17-11-2013,Mt St Mary's,84,UMBC,90,Loss
17-11-2013,Kent,75,St Peter's,58,Win
17-11-2013,St Peter's,58,Kent,75,Loss
17-11-2013,UNC Greensboro,97,Chowan,58,Win
17-11-2013,Chowan,58,UNC Greensboro,97,Loss
17-11-2013,W Michigan,73,Alabama A&M,69,Win
17-11-2013,Alabama A&M,69,W Michigan,73,Loss
17-11-2013,IPFW,69,Tennessee Tech,66,Win
17-11-2013,Tennessee Tech,66,IPFW,69,Loss
17-11-2013,Stanford,66,Denver,57,Win
17-11-2013,Denver,57,Stanford,66,Loss
17-11-2013,James Madison,79,San Jose St,66,Win
17-11-2013,San Jose St,66,James Madison,79,Loss
17-11-2013,Kansas St,71,Long Beach St,58,Win
17-11-2013,Long Beach St,58,Kansas St,71,Loss
17-11-2013,New Mexico,109,Charleston So,93,Win
17-11-2013,Charleston So,93,New Mexico,109,Loss
17-11-2013,UCF,83,Bethune-Cookman,63,Win
17-11-2013,Bethune-Cookman,63,UCF,83,Loss
17-11-2013,Air Force,67,Ark Pine Bluff,64,Win
17-11-2013,Ark Pine Bluff,64,Air Force,67,Loss
18-11-2013,Middle Tenn St,76,Ark Little Rock,59,Win
18-11-2013,Ark Little Rock,59,Middle Tenn St,76,Loss
18-11-2013,Alabama,102,Stillman,65,Win
18-11-2013,Stillman,65,Alabama,102,Loss
18-11-2013,ULM,86,Samford,52,Win
18-11-2013,Samford,52,ULM,86,Loss
18-11-2013,Seton Hall,82,Monmouth NJ,66,Win
18-11-2013,Monmouth NJ,66,Seton Hall,82,Loss
18-11-2013,Southern Miss,70,N Dakota St,69,Win
18-11-2013,N Dakota St,69,Southern Miss,70,Loss
18-11-2013,Rhode Island,66,Metro St,63,Win
18-11-2013,Metro St,63,Rhode Island,66,Loss
18-11-2013,North Florida,66,Savannah St,63,Win
18-11-2013,Savannah St,63,North Florida,66,Loss
18-11-2013,Rutgers,66,Canisius,51,Win
18-11-2013,Canisius,51,Rutgers,66,Loss
18-11-2013,Presbyterian,86,Toccoa Falls,76,Win
18-11-2013,Toccoa Falls,76,Presbyterian,86,Loss
18-11-2013,Michigan St,82,Portland,67,Win
18-11-2013,Portland,67,Michigan St,82,Loss
18-11-2013,Arkansas,89,SMU,78,Win
18-11-2013,SMU,78,Arkansas,89,Loss
18-11-2013,S Dakota St,83,SW Minnesota,62,Win
18-11-2013,SW Minnesota,62,S Dakota St,83,Loss
18-11-2013,Arizona,100,F Dickinson,50,Win
18-11-2013,F Dickinson,50,Arizona,100,Loss
18-11-2013,CS Bakersfield,74,Nevada,66,Win
18-11-2013,Nevada,66,CS Bakersfield,74,Loss
18-11-2013,California,75,Southern Utah,47,Win
18-11-2013,Southern Utah,47,California,75,Loss
18-11-2013,Texas,89,Houston Bap,61,Win
18-11-2013,Houston Bap,61,Texas,89,Loss
18-11-2013,UCLA,86,CS Sacramento,50,Win
18-11-2013,CS Sacramento,50,UCLA,86,Loss
18-11-2013,Idaho St,93,San Francisco,90,Win
18-11-2013,San Francisco,90,Idaho St,93,Loss
18-11-2013,McMurry,73,UT San Antonio,71,Win
18-11-2013,UT San Antonio,71,McMurry,73,Loss
18-11-2013,Lipscomb,75,Tennessee St,70,Win
18-11-2013,Tennessee St,70,Lipscomb,75,Loss
18-11-2013,Colorado,93,Arkansas St,70,Win
18-11-2013,Arkansas St,70,Colorado,93,Loss
18-11-2013,East Carolina,76,Norfolk St,74,Win
18-11-2013,Norfolk St,74,East Carolina,76,Loss
18-11-2013,Texas Tech,80,TX Southern,71,Win
18-11-2013,TX Southern,71,Texas Tech,80,Loss
18-11-2013,FL Gulf Coast,72,Eckerd,55,Win
18-11-2013,Eckerd,55,FL Gulf Coast,72,Loss
18-11-2013,Wyoming,73,Jackson St,65,Win
18-11-2013,Jackson St,65,Wyoming,73,Loss
18-11-2013,Alabama St,79,Chicago St,75,Win
18-11-2013,Chicago St,75,Alabama St,79,Loss
18-11-2013,Drexel,71,Elon,64,Win
18-11-2013,Elon,64,Drexel,71,Loss
18-11-2013,Tennessee,86,Citadel,60,Win
18-11-2013,Citadel,60,Tennessee,86,Loss
18-11-2013,Georgia St,96,McNeese St,70,Win
18-11-2013,McNeese St,70,Georgia St,96,Loss
18-11-2013,Evansville,89,Mercer,76,Win
18-11-2013,Mercer,76,Evansville,89,Loss
18-11-2013,Syracuse,56,St Francis NY,50,Win
18-11-2013,St Francis NY,50,Syracuse,56,Loss
18-11-2013,Wake Forest,90,Jacksonville,83,Win
18-11-2013,Jacksonville,83,Wake Forest,90,Loss
18-11-2013,Miami FL,70,Col Charleston,54,Win
18-11-2013,Col Charleston,54,Miami FL,70,Loss
18-11-2013,South Alabama,76,Wm Carey,53,Win
18-11-2013,Wm Carey,53,South Alabama,76,Loss
18-11-2013,Wagner,102,Coppin St,87,Win
18-11-2013,Coppin St,87,Wagner,102,Loss
18-11-2013,Toledo,79,Florida A&M,69,Win
18-11-2013,Florida A&M,69,Toledo,79,Loss
18-11-2013,UNC Wilmington,87,Liberty,76,Win
18-11-2013,Liberty,76,UNC Wilmington,87,Loss
18-11-2013,Florida Intl,75,Stetson,66,Win
18-11-2013,Stetson,66,Florida Intl,75,Loss
18-11-2013,NC Central,62,Campbell,43,Win
18-11-2013,Campbell,43,NC Central,62,Loss
18-11-2013,Wright St,83,Manchester,33,Win
18-11-2013,Manchester,33,Wright St,83,Loss
18-11-2013,Providence,70,Vermont,49,Win
18-11-2013,Vermont,49,Providence,70,Loss
18-11-2013,E Michigan,81,Cleveland St,69,Win
18-11-2013,Cleveland St,69,E Michigan,81,Loss
18-11-2013,Duke,91,UNC Asheville,55,Win
18-11-2013,UNC Asheville,55,Duke,91,Loss
18-11-2013,Florida,67,Southern Univ,53,Win
18-11-2013,Southern Univ,53,Florida,67,Loss
18-11-2013,Virginia Tech,105,VMI,92,Win
18-11-2013,VMI,92,Virginia Tech,105,Loss
18-11-2013,Ball St,87,SE Missouri St,83,Win
18-11-2013,SE Missouri St,83,Ball St,87,Loss
18-11-2013,Alcorn St,91,Dillard,51,Win
18-11-2013,Dillard,51,Alcorn St,91,Loss
19-11-2013,Loyola-Chicago,83,Rockhurst,65,Win
19-11-2013,Rockhurst,65,Loyola-Chicago,83,Loss
19-11-2013,Kansas,86,Iona,66,Win
19-11-2013,Iona,66,Kansas,86,Loss
19-11-2013,Mississippi St,94,MS Valley St,72,Win
19-11-2013,MS Valley St,72,Mississippi St,94,Loss
19-11-2013,NE Omaha,91,S Carolina St,59,Win
19-11-2013,S Carolina St,59,NE Omaha,91,Loss
19-11-2013,Austin Peay,72,S Illinois,70,Win
19-11-2013,S Illinois,70,Austin Peay,72,Loss
19-11-2013,Troy,77,Nicholls St,62,Win
19-11-2013,Nicholls St,62,Troy,77,Loss
19-11-2013,Wisconsin,103,North Dakota,85,Win
19-11-2013,North Dakota,85,Wisconsin,103,Loss
19-11-2013,Murray St,91,Bethel TN,64,Win
19-11-2013,Bethel TN,64,Murray St,91,Loss
19-11-2013,Boise St,86,Seattle,68,Win
19-11-2013,Seattle,68,Boise St,86,Loss
19-11-2013,Auburn,78,Jacksonville St,54,Win
19-11-2013,Jacksonville St,54,Auburn,78,Loss
19-11-2013,DePaul,80,WI Milwaukee,71,Win
19-11-2013,WI Milwaukee,71,DePaul,80,Loss
19-11-2013,Texas A&M,75,Prairie View,65,Win
19-11-2013,Prairie View,65,Texas A&M,75,Loss
19-11-2013,Minnesota,82,Coastal Car,72,Win
19-11-2013,Coastal Car,72,Minnesota,82,Loss
19-11-2013,Oregon,69,Utah Valley,54,Win
19-11-2013,Utah Valley,54,Oregon,69,Loss
19-11-2013,Alabama,75,Georgia St,58,Win
19-11-2013,Georgia St,58,Alabama,75,Loss
19-11-2013,Drexel,70,Rutgers,59,Win
19-11-2013,Rutgers,59,Drexel,70,Loss
19-11-2013,Duke,83,East Carolina,74,Win
19-11-2013,East Carolina,74,Duke,83,Loss
19-11-2013,Metro St,87,F Dickinson,76,Win
19-11-2013,F Dickinson,76,Metro St,87,Loss
19-11-2013,Arizona,87,Rhode Island,59,Win
19-11-2013,Rhode Island,59,Arizona,87,Loss
19-11-2013,Norfolk St,80,UNC Asheville,78,Win
19-11-2013,UNC Asheville,78,Norfolk St,80,Loss
19-11-2013,McNeese St,81,Stillman,72,Win
19-11-2013,Stillman,72,McNeese St,81,Loss
19-11-2013,UTEP,82,Colorado St,74,Win
19-11-2013,Colorado St,74,UTEP,82,Loss
19-11-2013,E Washington,82,Walla Walla,44,Win
19-11-2013,Walla Walla,44,E Washington,82,Loss
19-11-2013,St John's,67,Bucknell,63,Win
19-11-2013,Bucknell,63,St John's,67,Loss
19-11-2013,Canisius,86,Elon,85,Win
19-11-2013,Elon,85,Canisius,86,Loss
19-11-2013,Incarnate Word,106,Northwood TX,94,Win
19-11-2013,Northwood TX,94,Incarnate Word,106,Loss
19-11-2013,USC,76,CS Fullerton,62,Win
19-11-2013,CS Fullerton,62,USC,76,Loss
19-11-2013,Yale,80,Sacred Heart,65,Win
19-11-2013,Sacred Heart,65,Yale,80,Loss
19-11-2013,Arizona St,86,UNLV,80,Win
19-11-2013,UNLV,80,Arizona St,86,Loss
19-11-2013,TCU,71,Abilene Chr,64,Win
19-11-2013,Abilene Chr,64,TCU,71,Loss
19-11-2013,Louisville,87,Hartford,48,Win
19-11-2013,Hartford,48,Louisville,87,Loss
19-11-2013,Morehead St,74,N Kentucky,61,Win
19-11-2013,N Kentucky,61,Morehead St,74,Loss
19-11-2013,IUPUI,88,Indiana NW,53,Win
19-11-2013,Indiana NW,53,IUPUI,88,Loss
19-11-2013,LSU,81,New Orleans,54,Win
19-11-2013,New Orleans,54,LSU,81,Loss
19-11-2013,Penn St,79,La Salle,72,Win
19-11-2013,La Salle,72,Penn St,79,Loss
19-11-2013,Kentucky,105,UT Arlington,76,Win
19-11-2013,UT Arlington,76,Kentucky,105,Loss
19-11-2013,G Washington,94,Delaware St,50,Win
19-11-2013,Delaware St,50,G Washington,94,Loss
19-11-2013,George Mason,58,St Francis PA,46,Win
19-11-2013,St Francis PA,46,George Mason,58,Loss
19-11-2013,Gardner Webb,92,Allen,51,Win
19-11-2013,Allen,51,Gardner Webb,92,Loss
19-11-2013,NJIT,88,Maine,82,Win
19-11-2013,Maine,82,NJIT,88,Loss
19-11-2013,Kennesaw,73,Chattanooga,69,Win
19-11-2013,Chattanooga,69,Kennesaw,73,Loss
19-11-2013,Brown,87,MA Lowell,76,Win
19-11-2013,MA Lowell,76,Brown,87,Loss
19-11-2013,E Kentucky,82,Alabama A&M,68,Win
19-11-2013,Alabama A&M,68,E Kentucky,82,Loss
19-11-2013,Winthrop,76,ETSU,66,Win
19-11-2013,ETSU,66,Winthrop,76,Loss
19-11-2013,Oklahoma St,101,Memphis,80,Win
19-11-2013,Memphis,80,Oklahoma St,101,Loss
19-11-2013,Siena,72,St Bonaventure,70,Win
19-11-2013,St Bonaventure,70,Siena,72,Loss
19-11-2013,MD E Shore,78,Mt St Mary's,71,Win
19-11-2013,Mt St Mary's,71,MD E Shore,78,Loss
19-11-2013,Butler,85,Vanderbilt,77,Win
19-11-2013,Vanderbilt,77,Butler,85,Loss
19-11-2013,Virginia,67,Navy,42,Win
19-11-2013,Navy,42,Virginia,67,Loss
19-11-2013,Richmond,74,Hofstra,63,Win
19-11-2013,Hofstra,63,Richmond,74,Loss
19-11-2013,Detroit,71,James Madison,67,Win
19-11-2013,James Madison,67,Detroit,71,Loss
19-11-2013,Bethune-Cookman,98,Trinity FL,55,Win
19-11-2013,Trinity FL,55,Bethune-Cookman,98,Loss
19-11-2013,Appalachian St,91,Lee-McRae,63,Win
19-11-2013,Lee-McRae,63,Appalachian St,91,Loss
19-11-2013,Delaware,89,Army,74,Win
19-11-2013,Army,74,Delaware,89,Loss
20-11-2013,Evansville,100,Valparaiso,92,Win
20-11-2013,Valparaiso,92,Evansville,100,Loss
20-11-2013,Baylor,69,Charleston So,64,Win
20-11-2013,Charleston So,64,Baylor,69,Loss
20-11-2013,Belmont,94,Lipscomb,64,Win
20-11-2013,Lipscomb,64,Belmont,94,Loss
20-11-2013,Manhattan,79,Illinois St,70,Win
20-11-2013,Illinois St,70,Manhattan,79,Loss
20-11-2013,Louisiana Tech,94,Cent Arkansas,57,Win
20-11-2013,Cent Arkansas,57,Louisiana Tech,94,Loss
20-11-2013,Pittsburgh,77,Lehigh,58,Win
20-11-2013,Lehigh,58,Pittsburgh,77,Loss
20-11-2013,Ohio St,63,American Univ,52,Win
20-11-2013,American Univ,52,Ohio St,63,Loss
20-11-2013,Loyola MD,89,UMBC,83,Win
20-11-2013,UMBC,83,Loyola MD,89,Loss
20-11-2013,Northwestern,93,IL Chicago,58,Win
20-11-2013,IL Chicago,58,Northwestern,93,Loss
20-11-2013,Youngstown St,82,Thiel,58,Win
20-11-2013,Thiel,58,Youngstown St,82,Loss
20-11-2013,New Mexico St,67,N Colorado,63,Win
20-11-2013,N Colorado,63,New Mexico St,67,Loss
20-11-2013,Missouri St,97,Grambling,67,Win
20-11-2013,Grambling,67,Missouri St,97,Loss
20-11-2013,Iowa St,90,BYU,88,Win
20-11-2013,BYU,88,Iowa St,90,Loss
20-11-2013,San Jose St,83,Pepperdine,77,Win
20-11-2013,Pepperdine,77,San Jose St,83,Loss
20-11-2013,Fresno St,63,Cal Poly SLO,46,Win
20-11-2013,Cal Poly SLO,46,Fresno St,63,Loss
20-11-2013,SMU,70,Texas St,49,Win
20-11-2013,Texas St,49,SMU,70,Loss
20-11-2013,Sam Houston St,98,Jarvis Chr,48,Win
20-11-2013,Jarvis Chr,48,Sam Houston St,98,Loss
20-11-2013,Missouri KC,79,TN Martin,67,Win
20-11-2013,TN Martin,67,Missouri KC,79,Loss
20-11-2013,Wichita St,77,Tulsa,54,Win
20-11-2013,Tulsa,54,Wichita St,77,Loss
20-11-2013,Xavier,77,Miami OH,51,Win
20-11-2013,Miami OH,51,Xavier,77,Loss
20-11-2013,IPFW,106,Purdue Calumet,72,Win
20-11-2013,Purdue Calumet,72,IPFW,106,Loss
20-11-2013,Air Force,78,Colorado Chr,51,Win
20-11-2013,Colorado Chr,51,Air Force,78,Loss
20-11-2013,Tulane,68,Cedarville,58,Win
20-11-2013,Cedarville,58,Tulane,68,Loss
20-11-2013,San Diego St,93,San Diego Chr,41,Win
20-11-2013,San Diego Chr,41,San Diego St,93,Loss
20-11-2013,Princeton,81,Lafayette,80,Win
20-11-2013,Lafayette,80,Princeton,81,Loss
20-11-2013,Harvard,86,Bryant,68,Win
20-11-2013,Bryant,68,Harvard,86,Loss
20-11-2013,NC Central,82,NC State,72,Win
20-11-2013,NC State,72,NC Central,82,Loss
20-11-2013,Dayton,82,Georgia Tech,72,Win
20-11-2013,Georgia Tech,72,Dayton,82,Loss
20-11-2013,Cincinnati,81,Campbell,62,Win
20-11-2013,Campbell,62,Cincinnati,81,Loss
20-11-2013,Rice,63,TAM C. Christi,61,Win
20-11-2013,TAM C. Christi,61,Rice,63,Loss
20-11-2013,Ohio,65,Morgan St,62,Win
20-11-2013,Morgan St,62,Ohio,65,Loss
20-11-2013,Quinnipiac,71,Hampton,68,Win
20-11-2013,Hampton,68,Quinnipiac,71,Loss
20-11-2013,Purdue,83,E Illinois,55,Win
20-11-2013,E Illinois,55,Purdue,83,Loss
20-11-2013,VMI,112,Bridgewater VA,86,Win
20-11-2013,Bridgewater VA,86,VMI,112,Loss
20-11-2013,High Point,80,William & Mary,69,Win
20-11-2013,William & Mary,69,High Point,80,Loss
20-11-2013,N Dakota St,83,W Michigan,74,Win
20-11-2013,W Michigan,74,N Dakota St,83,Loss
20-11-2013,Duquesne,70,Albany NY,59,Win
20-11-2013,Albany NY,59,Duquesne,70,Loss
20-11-2013,Colgate,81,Cornell,58,Win
20-11-2013,Cornell,58,Colgate,81,Loss
20-11-2013,Holy Cross,63,Fairfield,49,Win
20-11-2013,Fairfield,49,Holy Cross,63,Loss
20-11-2013,UNC Greensboro,92,Greensboro,62,Win
20-11-2013,Greensboro,62,UNC Greensboro,92,Loss
20-11-2013,Mercer,109,J&W NC,56,Win
20-11-2013,J&W NC,56,Mercer,109,Loss
21-11-2013,Texas Tech,68,S Dakota St,54,Win
21-11-2013,S Dakota St,54,Texas Tech,68,Loss
21-11-2013,TX Pan American,70,UT San Antonio,55,Win
21-11-2013,UT San Antonio,55,TX Pan American,70,Loss
21-11-2013,W Illinois,79,Eureka,52,Win
21-11-2013,Eureka,52,W Illinois,79,Loss
21-11-2013,Indiana,102,Washington,84,Win
21-11-2013,Washington,84,Indiana,102,Loss
21-11-2013,W Kentucky,73,UNC Wilmington,58,Win
21-11-2013,UNC Wilmington,58,W Kentucky,73,Loss
21-11-2013,Portland,88,Idaho,74,Win
21-11-2013,Idaho,74,Portland,88,Loss
21-11-2013,Houston,75,Howard,62,Win
21-11-2013,Howard,62,Houston,75,Loss
21-11-2013,Minnesota,79,Wofford,57,Win
21-11-2013,Wofford,57,Minnesota,79,Loss
21-11-2013,Marquette,58,New Hampshire,53,Win
21-11-2013,New Hampshire,53,Marquette,58,Loss
21-11-2013,ULM,84,Northwestern LA,80,Win
21-11-2013,Northwestern LA,80,ULM,84,Loss
21-11-2013,Wisconsin,88,Bowling Green,64,Win
21-11-2013,Bowling Green,64,Wisconsin,88,Loss
21-11-2013,Gonzaga,90,Washington St,74,Win
21-11-2013,Washington St,74,Gonzaga,90,Loss
21-11-2013,CS Northridge,74,Montana St,73,Win
21-11-2013,Montana St,73,CS Northridge,74,Loss
21-11-2013,S Illinois,96,Missouri S&T,74,Win
21-11-2013,Missouri S&T,74,S Illinois,96,Loss
21-11-2013,C Michigan,90,Austin Peay,75,Win
21-11-2013,Austin Peay,75,C Michigan,90,Loss
21-11-2013,Northeastern,63,Georgetown,56,Win
21-11-2013,Georgetown,56,Northeastern,63,Loss
21-11-2013,Charlotte,68,Kansas St,61,Win
21-11-2013,Kansas St,61,Charlotte,68,Loss
21-11-2013,Hawaii,114,Hawaii Hilo,63,Win
21-11-2013,Hawaii Hilo,63,Hawaii,114,Loss
21-11-2013,Stanford,97,TX Southern,71,Win
21-11-2013,TX Southern,71,Stanford,97,Loss
21-11-2013,Utah,79,Grand Canyon,54,Win
21-11-2013,Grand Canyon,54,Utah,79,Loss
21-11-2013,USC,73,West Alabama,57,Win
21-11-2013,West Alabama,57,USC,73,Loss
21-11-2013,San Diego,82,San Diego Chr,46,Win
21-11-2013,San Diego Chr,46,San Diego,82,Loss
21-11-2013,Colorado,76,Santa Barbara,68,Win
21-11-2013,Santa Barbara,68,Colorado,76,Loss
21-11-2013,Florida St,85,VA Commonwealth,67,Win
21-11-2013,VA Commonwealth,67,Florida St,85,Loss
21-11-2013,Tennessee Tech,92,IU Kokomo,39,Win
21-11-2013,IU Kokomo,39,Tennessee Tech,92,Loss
21-11-2013,St Louis,72,Oral Roberts,55,Win
21-11-2013,Oral Roberts,55,St Louis,72,Loss
21-11-2013,New Mexico,97,UAB,94,Win
21-11-2013,UAB,94,New Mexico,97,Loss
21-11-2013,Columbia,70,North Texas,66,Win
21-11-2013,North Texas,66,Columbia,70,Loss
21-11-2013,Michigan,85,Long Beach St,61,Win
21-11-2013,Long Beach St,61,Michigan,85,Loss
21-11-2013,Massachusetts,96,Nebraska,90,Win
21-11-2013,Nebraska,90,Massachusetts,96,Loss
21-11-2013,SF Austin,80,Marshall,73,Win
21-11-2013,Marshall,73,SF Austin,80,Loss
21-11-2013,Wake Forest,82,Citadel,54,Win
21-11-2013,Citadel,54,Wake Forest,82,Loss
21-11-2013,West Virginia,101,Ga Southern,68,Win
21-11-2013,Ga Southern,68,West Virginia,101,Loss
21-11-2013,UCF,63,Miami FL,58,Win
21-11-2013,Miami FL,58,UCF,63,Loss
21-11-2013,Old Dominion,69,Presbyterian,51,Win
21-11-2013,Presbyterian,51,Old Dominion,69,Loss
21-11-2013,Davidson,94,Georgia,82,Win
21-11-2013,Georgia,82,Davidson,94,Loss
21-11-2013,North Florida,109,Webber,64,Win
21-11-2013,Webber,64,North Florida,109,Loss
21-11-2013,Kent,72,W Carolina,59,Win
21-11-2013,W Carolina,59,Kent,72,Loss
21-11-2013,Lamar,75,Savannah St,66,Win
21-11-2013,Savannah St,66,Lamar,75,Loss
21-11-2013,Clemson,72,Temple,58,Win
21-11-2013,Temple,58,Clemson,72,Loss
21-11-2013,Wagner,68,Vermont,61,Win
21-11-2013,Vermont,61,Wagner,68,Loss
21-11-2013,ETSU,89,Samford,75,Win
21-11-2013,Samford,75,ETSU,89,Loss
21-11-2013,Robert Morris,88,UT Arlington,81,Win
21-11-2013,UT Arlington,81,Robert Morris,88,Loss
21-11-2013,SC Upstate,83,Niagara,74,Win
21-11-2013,Niagara,74,SC Upstate,83,Loss
21-11-2013,Florida,79,Middle Tenn St,59,Win
21-11-2013,Middle Tenn St,59,Florida,79,Loss
21-11-2013,Florida Intl,82,Bethune-Cookman,67,Win
21-11-2013,Bethune-Cookman,67,Florida Intl,82,Loss
21-11-2013,Connecticut,72,Boston College,70,Win
21-11-2013,Boston College,70,Connecticut,72,Loss
22-11-2013,St John's,64,Monmouth NJ,54,Win
22-11-2013,Monmouth NJ,54,St John's,64,Loss
22-11-2013,La Salle,78,Morgan St,59,Win
22-11-2013,Morgan St,59,La Salle,78,Loss
22-11-2013,Illinois,77,Chicago St,53,Win
22-11-2013,Chicago St,53,Illinois,77,Loss
22-11-2013,Idaho,87,North Texas,76,Win
22-11-2013,North Texas,76,Idaho,87,Loss
22-11-2013,UCLA,81,Morehead St,70,Win
22-11-2013,Morehead St,70,UCLA,81,Loss
22-11-2013,Wyoming,70,South Dakota,53,Win
22-11-2013,South Dakota,53,Wyoming,70,Loss
22-11-2013,UC Irvine,84,Long Island,64,Win
22-11-2013,Long Island,64,UC Irvine,84,Loss
22-11-2013,Utah,84,Lamar,57,Win
22-11-2013,Lamar,57,Utah,84,Loss
22-11-2013,Arizona St,70,Bradley,58,Win
22-11-2013,Bradley,58,Arizona St,70,Loss
22-11-2013,Portland St,67,Loyola-Chicago,63,Win
22-11-2013,Loyola-Chicago,63,Portland St,67,Loss
22-11-2013,Jackson St,68,TN Martin,64,Win
22-11-2013,TN Martin,64,Jackson St,68,Loss
22-11-2013,Colorado St,72,N Colorado,65,Win
22-11-2013,N Colorado,65,Colorado St,72,Loss
22-11-2013,San Francisco,75,Montana,74,Win
22-11-2013,Montana,74,San Francisco,75,Loss
22-11-2013,Michigan St,96,Virginia Tech,77,Win
22-11-2013,Virginia Tech,77,Michigan St,96,Loss
22-11-2013,Notre Dame,84,Santa Clara,69,Win
22-11-2013,Santa Clara,69,Notre Dame,84,Loss
22-11-2013,Michigan,82,Florida St,80,Win
22-11-2013,Florida St,80,Michigan,82,Loss
22-11-2013,Boston College,89,Washington,78,Win
22-11-2013,Washington,78,Boston College,89,Loss
22-11-2013,Massachusetts,81,New Mexico,65,Win
22-11-2013,New Mexico,65,Massachusetts,81,Loss
22-11-2013,Temple,83,Georgia,81,Win
22-11-2013,Georgia,81,Temple,83,Loss
22-11-2013,Clemson,85,Davidson,54,Win
22-11-2013,Davidson,54,Clemson,85,Loss
22-11-2013,VA Commonwealth,73,Long Beach St,67,Win
22-11-2013,Long Beach St,67,VA Commonwealth,73,Loss
22-11-2013,Connecticut,59,Indiana,58,Win
22-11-2013,Indiana,58,Connecticut,59,Loss
22-11-2013,Charlotte,86,Northeastern,77,Win
22-11-2013,Northeastern,77,Charlotte,86,Loss
22-11-2013,Wright St,75,Houston Bap,59,Win
22-11-2013,Houston Bap,59,Wright St,75,Loss
22-11-2013,CS Northridge,80,Austin Peay,77,Win
22-11-2013,Austin Peay,77,CS Northridge,80,Loss
22-11-2013,Incarnate Word,80,SW Univ TX,61,Win
22-11-2013,SW Univ TX,61,Incarnate Word,80,Loss
22-11-2013,Montana St,59,C Michigan,54,Win
22-11-2013,C Michigan,54,Montana St,59,Loss
22-11-2013,Georgetown,90,Kansas St,63,Win
22-11-2013,Kansas St,63,Georgetown,90,Loss
22-11-2013,UAB,87,Nebraska,74,Win
22-11-2013,Nebraska,74,UAB,87,Loss
22-11-2013,Jacksonville St,85,Dalton St,61,Win
22-11-2013,Dalton St,61,Jacksonville St,85,Loss
22-11-2013,W Carolina,98,Niagara,90,Win
22-11-2013,Niagara,90,W Carolina,98,Loss
22-11-2013,Toledo,103,Stony Brook,99,Win
22-11-2013,Stony Brook,99,Toledo,103,Loss
22-11-2013,Maryland,68,Marist,43,Win
22-11-2013,Marist,43,Maryland,68,Loss
22-11-2013,UC Davis,80,Edwardsville,75,Win
22-11-2013,Edwardsville,75,UC Davis,80,Loss
22-11-2013,Providence,67,Vanderbilt,60,Win
22-11-2013,Vanderbilt,60,Providence,67,Loss
22-11-2013,Grand Canyon,72,Savannah St,71,Win
22-11-2013,Savannah St,71,Grand Canyon,72,Loss
22-11-2013,Abilene Chr,62,W New Mexico,44,Win
22-11-2013,W New Mexico,44,Abilene Chr,62,Loss
22-11-2013,Portland,69,Columbia,52,Win
22-11-2013,Columbia,52,Portland,69,Loss
22-11-2013,Mississippi,111,MS Valley St,82,Win
22-11-2013,MS Valley St,82,Mississippi,111,Loss
22-11-2013,LSU,89,SE Louisiana,66,Win
22-11-2013,SE Louisiana,66,LSU,89,Loss
22-11-2013,South Florida,72,Stetson,63,Win
22-11-2013,Stetson,63,South Florida,72,Loss
22-11-2013,Iowa,86,Penn,55,Win
22-11-2013,Penn,55,Iowa,86,Loss
22-11-2013,Nevada,83,Chattanooga,81,Win
22-11-2013,Chattanooga,81,Nevada,83,Loss
22-11-2013,Northern Iowa,90,Loy Marymount,81,Win
22-11-2013,Loy Marymount,81,Northern Iowa,90,Loss
22-11-2013,Ark Little Rock,85,Southern Univ,82,Win
22-11-2013,Southern Univ,82,Ark Little Rock,85,Loss
22-11-2013,Southern Miss,66,South Alabama,59,Win
22-11-2013,South Alabama,59,Southern Miss,66,Loss
22-11-2013,E Washington,80,Boston Univ,68,Win
22-11-2013,Boston Univ,68,E Washington,80,Loss
